locationid,measureid,data_value
08061,BPHIGH,27.2
08011,DIABETES,13.1
13147,CASTHMA,10.2
08017,HIGHCHOL,36.4
13049,HIGHCHOL,34.9
08069,BPHIGH,24.6
10005,CHECKUP,78.6
06109,DENTAL,65.0
08087,BPHIGH,29.1
13003,HIGHCHOL,35.4
06079,BPHIGH,31.8
13153,BPHIGH,38.7
13137,CHECKUP,75.4
06089,ACCESS2,7.1
12063,CASTHMA,10.4
12101,CHECKUP,77.4
13023,DIABETES,14.7
13159,ACCESS2,13.2
12105,ACCESS2,19.2
13071,HIGHCHOL,39.4
12027,CASTHMA,10.0
08047,CASTHMA,10.9
13149,DENTAL,54.6
12059,DENTAL,48.0
06113,CHECKUP,71.3
08039,CASTHMA,11.1
08065,HIGHCHOL,28.6
09110,BPHIGH,29.0
13099,CHECKUP,78.4
13053,CASTHMA,9.2
08107,DIABETES,8.3
12133,HIGHCHOL,35.3
13149,CASTHMA,10.6
08003,CHECKUP,69.5
13057,BPHIGH,30.8
08053,BPHIGH,23.5
13113,BPHIGH,37.1
08051,CASTHMA,10.7
12059,CASTHMA,10.5
06075,HIGHCHOL,32.0
06103,DIABETES,13.0
13003,DENTAL,47.0
13145,HIGHCHOL,33.2
12086,CHECKUP,75.9
08051,DENTAL,69.9
08081,CHECKUP,68.3
12055,DENTAL,52.4
08087,DENTAL,58.0
12093,DIABETES,15.6
08011,DENTAL,49.6
08061,HIGHCHOL,28.8
08045,HIGHCHOL,28.6
06083,BPHIGH,30.4
12003,CASTHMA,10.3
08093,BPHIGH,25.2
12117,BPHIGH,32.2
08099,DIABETES,12.6
08047,CASTHMA,11.0
08043,DENTAL,57.9
13015,DIABETES,12.0
13165,CASTHMA,11.2
13063,ACCESS2,16.8
08095,DENTAL,55.3
12083,CHECKUP,81.1
12121,CHECKUP,74.1
12107,CASTHMA,10.8
08021,DENTAL,55.7
08059,DENTAL,67.9
13073,CHECKUP,79.3
12123,DENTAL,50.2
12125,CHECKUP,73.3
13083,HIGHCHOL,33.9
12089,ACCESS2,9.9
13085,DIABETES,11.6
08033,HIGHCHOL,36.2
12039,CHECKUP,80.5
12063,CASTHMA,10.3
08014,DENTAL,71.4
08115,ACCESS2,12.0
09180,DENTAL,70.4
12067,CASTHMA,10.2
08017,DENTAL,64.2
12065,DIABETES,12.2
12107,DENTAL,44.5
13063,DENTAL,48.6
12119,BPHIGH,29.9
08125,DIABETES,9.2
08065,DENTAL,68.9
12097,BPHIGH,34.8
12039,DENTAL,48.1
12127,CHECKUP,79.4
12047,ACCESS2,19.4
12089,DIABETES,11.6
12043,CASTHMA,9.9
06073,HIGHCHOL,33.4
06081,HIGHCHOL,37.4
08075,CASTHMA,11.4
13023,ACCESS2,13.2
08109,BPHIGH,38.3
12007,DIABETES,14.4
09160,ACCESS2,8.0
13161,BPHIGH,37.8
08075,HIGHCHOL,29.3
08017,DIABETES,8.7
12059,HIGHCHOL,36.4
12043,DIABETES,17.7
08073,ACCESS2,14.5
12077,DIABETES,14.3
12047,CASTHMA,11.0
12087,DIABETES,13.2
08089,CHECKUP,69.0
13153,CHECKUP,79.6
12051,DENTAL,42.8
13009,BPHIGH,39.6
13077,ACCESS2,10.8
08089,DIABETES,14.5
12009,CASTHMA,9.6
12113,BPHIGH,35.3
13135,ACCESS2,16.1
08097,CHECKUP,70.3
06105,CHECKUP,77.0
12111,DENTAL,54.7
08109,BPHIGH,29.2
12011,DIABETES,11.4
08063,CASTHMA,11.5
12131,HIGHCHOL,40.1
08077,HIGHCHOL,26.6
13095,ACCESS2,15.9
13115,CASTHMA,10.3
12133,CASTHMA,10.5
08023,CASTHMA,10.4
08081,ACCESS2,12.8
13059,CASTHMA,10.5
09160,CHECKUP,81.6
08051,HIGHCHOL,28.3
08117,DIABETES,7.2
13113,CHECKUP,78.1
12127,DIABETES,10.3
13019,CHECKUP,77.4
12055,HIGHCHOL,35.0
08059,HIGHCHOL,29.5
13031,CHECKUP,77.4
06103,ACCESS2,10.8
13015,CASTHMA,10.0
13067,DENTAL,67.3
09140,CHECKUP,80.4
08099,ACCESS2,18.3
12109,ACCESS2,8.9
13109,ACCESS2,18.1
08119,BPHIGH,25.3
08101,BPHIGH,32.2
12015,DIABETES,15.6
13111,DENTAL,55.1
06095,BPHIGH,30.0
08103,BPHIGH,26.9
13035,DIABETES,12.6
13065,CHECKUP,78.0
06089,DIABETES,11.7
09180,CASTHMA,11.4
08009,ACCESS2,12.8
13077,CHECKUP,76.7
13121,HIGHCHOL,32.1
06105,CHECKUP,69.9
08117,BPHIGH,26.3
12087,CASTHMA,9.0
12095,DENTAL,57.1
13011,HIGHCHOL,39.6
08069,CHECKUP,69.8
12011,HIGHCHOL,38.2
12073,DIABETES,10.6
13129,CHECKUP,75.9
13091,CHECKUP,76.6
13105,BPHIGH,44.2
13159,CASTHMA,10.4
12081,DIABETES,10.1
12047,DIABETES,17.6
12003,DIABETES,11.0
08107,ACCESS2,7.5
08029,CHECKUP,68.0
13097,ACCESS2,13.0
13017,ACCESS2,17.2
12071,HIGHCHOL,32.2
08123,ACCESS2,13.7
08105,CHECKUP,69.6
13115,BPHIGH,35.9
06101,DENTAL,54.5
13023,DENTAL,57.3
13145,HIGHCHOL,39.7
08007,DIABETES,8.0
13123,CASTHMA,9.8
13131,CASTHMA,10.7
13007,HIGHCHOL,43.9
08011,HIGHCHOL,35.2
13101,HIGHCHOL,33.7
13069,BPHIGH,39.9
06101,ACCESS2,12.2
08093,BPHIGH,32.7
12115,HIGHCHOL,44.2
12001,CASTHMA,10.1
13027,ACCESS2,16.4
12073,ACCESS2,11.2
08011,ACCESS2,22.1
12079,BPHIGH,37.5
12051,HIGHCHOL,36.3
13113,BPHIGH,31.2
13143,DIABETES,11.0
13147,HIGHCHOL,34.4
13093,BPHIGH,47.2
06115,DIABETES,11.0
13067,CASTHMA,9.4
06111,HIGHCHOL,36.1
08069,DIABETES,7.3
13119,ACCESS2,14.1
13031,ACCESS2,12.5
11001,ACCESS2,6.2
12033,CASTHMA,10.6
08059,DIABETES,7.2
08115,BPHIGH,37.8
13109,BPHIGH,39.9
08077,DIABETES,9.8
13079,ACCESS2,14.3
08125,HIGHCHOL,28.9
13067,HIGHCHOL,32.7
12027,HIGHCHOL,44.4
08045,ACCESS2,14.2
08091,ACCESS2,7.0
13033,ACCESS2,15.7
12113,ACCESS2,11.2
12015,CASTHMA,9.5
13141,HIGHCHOL,42.1
08073,HIGHCHOL,33.7
13063,DIABETES,16.2
12125,CASTHMA,10.3
06103,CHECKUP,68.9
13121,DENTAL,65.4
09180,BPHIGH,30.8
12041,BPHIGH,36.3
12109,ACCESS2,9.6
12055,CHECKUP,75.4
13119,DIABETES,14.7
13063,HIGHCHOL,32.2
08103,DENTAL,61.5
06113,CASTHMA,9.8
06093,BPHIGH,39.4
13011,CASTHMA,10.2
08043,HIGHCHOL,34.7
13049,CHECKUP,75.5
12103,HIGHCHOL,33.5
08109,DENTAL,54.8
08047,CHECKUP,69.8
13085,ACCESS2,10.9
08023,HIGHCHOL,38.9
12021,CHECKUP,80.5
12103,CHECKUP,79.5
08119,DIABETES,10.2
08099,BPHIGH,32.5
12053,HIGHCHOL,41.8
13159,CHECKUP,78.4
09140,ACCESS2,11.3
13091,BPHIGH,44.7
08051,DIABETES,7.1
12059,CHECKUP,73.9
08027,HIGHCHOL,40.3
08091,DIABETES,6.6
08007,CHECKUP,75.3
13057,BPHIGH,34.1
06073,BPHIGH,27.4
06101,CHECKUP,71.4
08039,HIGHCHOL,34.4
13047,BPHIGH,31.7
08115,ACCESS2,12.9
08081,CASTHMA,11.5
13097,CASTHMA,10.8
13155,BPHIGH,43.1
12117,DENTAL,62.1
08029,BPHIGH,37.5
06109,DENTAL,66.6
13153,BPHIGH,37.2
13009,DENTAL,52.9
12047,ACCESS2,20.2
13075,CASTHMA,11.0
13123,DENTAL,60.9
13143,ACCESS2,13.0
08119,DENTAL,67.6
12093,ACCESS2,21.9
12043,CASTHMA,9.8
12097,ACCESS2,22.1
13027,CHECKUP,77.6
13079,BPHIGH,42.5
13105,HIGHCHOL,33.6
12051,ACCESS2,31.9
12121,CASTHMA,10.3
13131,DIABETES,17.2
08041,BPHIGH,28.1
08065,DIABETES,8.4
13115,ACCESS2,14.8
13107,DENTAL,48.0
08025,BPHIGH,31.0
13037,BPHIGH,46.9
12103,BPHIGH,37.3
12013,ACCESS2,17.3
13033,DENTAL,52.9
13083,ACCESS2,12.2
08065,BPHIGH,26.4
08067,CASTHMA,11.2
12093,DIABETES,12.8
13119,HIGHCHOL,34.4
13007,DENTAL,51.8
08063,CASTHMA,11.6
08013,DIABETES,6.7
12051,DIABETES,16.1
12087,HIGHCHOL,32.5
09130,CASTHMA,11.1
12047,DIABETES,14.7
08089,CASTHMA,11.5
12005,CHECKUP,76.3
08095,HIGHCHOL,29.2
13009,DIABETES,14.5
08053,BPHIGH,34.1
08075,ACCESS2,14.9
08075,BPHIGH,33.6
12127,ACCESS2,13.9
12115,BPHIGH,41.4
12043,CHECKUP,73.6
13081,ACCESS2,15.8
06079,CHECKUP,72.1
13013,DIABETES,12.2
09170,CASTHMA,10.9
13165,BPHIGH,45.5
13093,DIABETES,15.2
12105,DIABETES,13.6
13161,DIABETES,16.4
08095,DENTAL,57.2
12039,CHECKUP,77.9
08099,DIABETES,10.8
13067,DIABETES,10.9
06115,ACCESS2,11.0
08097,CASTHMA,10.3
08069,ACCESS2,8.7
08061,DIABETES,11.8
06111,DENTAL,64.4
13129,DENTAL,51.3
12087,ACCESS2,13.5
13045,ACCESS2,14.3
12047,DENTAL,45.1
13133,CASTHMA,10.1
08001,CHECKUP,70.7
06089,CASTHMA,10.8
10001,CASTHMA,12.6
08017,ACCESS2,11.1
13013,CASTHMA,9.9
08035,ACCESS2,6.6
10005,CASTHMA,10.7
13071,CASTHMA,10.7
12131,ACCESS2,11.4
12069,ACCESS2,15.2
08045,DIABETES,8.1
13083,HIGHCHOL,40.2
12097,DIABETES,12.7
06093,CHECKUP,75.9
13109,DENTAL,47.8
08059,CASTHMA,11.3
13009,ACCESS2,14.4
09190,HIGHCHOL,38.0
08029,DIABETES,8.8
13161,ACCESS2,18.6
13025,CASTHMA,10.7
13037,HIGHCHOL,37.5
08055,CASTHMA,11.0
12051,DENTAL,43.3
13065,DENTAL,45.4
13015,BPHIGH,36.8
12121,DIABETES,15.0
06099,CASTHMA,10.0
13135,DIABETES,12.0
12071,CASTHMA,9.4
08015,HIGHCHOL,35.6
06101,DIABETES,11.4
13057,HIGHCHOL,33.1
12085,ACCESS2,12.2
13047,CHECKUP,75.2
13151,BPHIGH,38.8
12065,ACCESS2,15.1
13009,BPHIGH,40.1
12105,CHECKUP,75.3
08105,CASTHMA,10.7
13087,DENTAL,51.5
13011,DIABETES,13.8
09140,DIABETES,8.8
13057,DENTAL,64.3
12001,HIGHCHOL,34.5
12039,CASTHMA,11.1
12075,DENTAL,52.6
13011,DENTAL,52.5
12053,BPHIGH,38.5
08014,BPHIGH,22.9
12117,DIABETES,11.0
08111,DIABETES,10.2
08091,HIGHCHOL,38.5
12015,HIGHCHOL,46.3
08047,BPHIGH,31.1
08103,ACCESS2,9.9
13029,DIABETES,9.8
12033,HIGHCHOL,37.5
08007,BPHIGH,26.1
06081,ACCESS2,6.6
13131,ACCESS2,16.8
13067,ACCESS2,10.7
08035,BPHIGH,25.8
09150,ACCESS2,7.6
13025,CHECKUP,74.5
13069,DENTAL,50.0
13079,CHECKUP,78.8
08101,CASTHMA,11.2
13095,BPHIGH,44.5
12125,CHECKUP,74.8
13115,DIABETES,14.1
13023,HIGHCHOL,39.5
08029,HIGHCHOL,29.2
08073,DENTAL,57.5
06111,ACCESS2,10.3
09150,CASTHMA,11.7
13061,DENTAL,52.6
13027,DIABETES,20.0
08053,CHECKUP,78.1
06107,CASTHMA,10.0
08095,DIABETES,11.9
13131,CHECKUP,76.8
13009,CHECKUP,79.0
12063,BPHIGH,37.2
06107,BPHIGH,31.2
13121,CASTHMA,9.4
13071,HIGHCHOL,34.8
06097,HIGHCHOL,29.0
12131,DIABETES,12.3
13047,DENTAL,63.1
13129,CASTHMA,10.2
12055,BPHIGH,46.1
08007,BPHIGH,35.4
12035,ACCESS2,12.7
13075,CHECKUP,76.4
08081,DENTAL,55.5
06083,HIGHCHOL,29.8
13039,BPHIGH,35.7
13119,CASTHMA,10.6
08081,BPHIGH,32.3
06095,CHECKUP,72.6
12027,ACCESS2,27.0
13045,DIABETES,12.2
08051,ACCESS2,7.6
12103,ACCESS2,12.3
12021,CASTHMA,8.6
09120,BPHIGH,30.6
13079,CASTHMA,10.4
12065,DENTAL,53.9
08125,DENTAL,57.7
09150,DIABETES,10.3
13109,CASTHMA,11.0
08097,HIGHCHOL,34.4
13093,ACCESS2,17.6
12133,DIABETES,12.6
12099,CHECKUP,76.1
13081,DIABETES,19.4
08103,DIABETES,9.6
12089,DENTAL,62.9
12117,CASTHMA,9.1
12023,DENTAL,48.8
12107,ACCESS2,19.2
09120,DENTAL,68.8
06077,DENTAL,58.5
13139,DIABETES,13.2
08111,ACCESS2,8.3
08021,HIGHCHOL,29.4
12007,DENTAL,46.3
13075,DIABETES,14.4
13165,CHECKUP,78.5
06097,DIABETES,10.7
09120,DIABETES,9.2
12113,HIGHCHOL,32.3
06077,BPHIGH,30.4
06105,BPHIGH,32.2
13145,BPHIGH,31.7
08107,HIGHCHOL,33.7
13143,CASTHMA,10.3
12086,HIGHCHOL,35.8
08051,BPHIGH,24.2
12049,CHECKUP,74.9
13011,CHECKUP,74.6
12125,BPHIGH,38.2
13069,CHECKUP,77.4
10003,ACCESS2,8.9
08069,BPHIGH,25.6
12007,CASTHMA,10.5
13061,HIGHCHOL,43.1
12099,BPHIGH,36.3
08073,BPHIGH,29.0
08077,CHECKUP,68.9
13155,HIGHCHOL,34.5
08017,BPHIGH,33.8
12061,DENTAL,61.3
12129,CHECKUP,76.4
13017,HIGHCHOL,41.0
13015,CHECKUP,76.0
09160,DENTAL,71.6
08059,ACCESS2,8.6
08063,CHECKUP,68.0
12003,ACCESS2,13.8
12029,BPHIGH,43.3
12111,HIGHCHOL,40.3
12067,HIGHCHOL,40.8
08051,HIGHCHOL,29.5
13121,HIGHCHOL,33.5
12061,ACCESS2,12.2
13045,CASTHMA,10.4
08125,CASTHMA,11.2
08101,CHECKUP,70.3
08065,ACCESS2,11.9
13083,CHECKUP,78.2
12119,ACCESS2,12.5
13075,BPHIGH,39.0
12011,ACCESS2,17.3
13099,CASTHMA,11.6
13053,HIGHCHOL,34.5
06105,DENTAL,60.5
08123,CASTHMA,10.7
12053,CHECKUP,79.1
09130,CHECKUP,79.7
08099,ACCESS2,19.0
12035,DIABETES,9.3
13079,DIABETES,12.1
08085,DIABETES,11.5
13115,HIGHCHOL,35.1
12015,DIABETES,9.8
08005,HIGHCHOL,30.3
08085,CHECKUP,67.9
08083,HIGHCHOL,35.1
12005,CASTHMA,10.0
08063,HIGHCHOL,35.3
08055,BPHIGH,37.6
13141,DENTAL,44.3
08093,CHECKUP,69.6
13089,ACCESS2,12.0
13095,DENTAL,50.7
08117,HIGHCHOL,26.8
13057,CASTHMA,9.5
12091,BPHIGH,30.3
12061,HIGHCHOL,31.5
08005,HIGHCHOL,27.8
12043,BPHIGH,37.5
13097,DIABETES,12.7
13029,ACCESS2,10.7
12097,HIGHCHOL,35.0
10003,HIGHCHOL,38.4
10001,CHECKUP,80.8
13097,ACCESS2,13.5
13047,CASTHMA,9.9
13127,CASTHMA,10.1
06089,BPHIGH,30.4
06111,DIABETES,9.9
13005,CASTHMA,10.7
13013,HIGHCHOL,34.3
13071,DIABETES,16.7
13061,BPHIGH,43.2
08071,CASTHMA,10.9
11001,DENTAL,69.0
13039,DIABETES,11.7
13091,HIGHCHOL,40.8
12027,DIABETES,14.7
08019,BPHIGH,30.3
13013,ACCESS2,14.7
08089,ACCESS2,18.8
08075,DIABETES,9.8
12003,BPHIGH,36.7
12087,BPHIGH,38.0
12033,DENTAL,54.7
12071,CHECKUP,75.8
13133,ACCESS2,12.2
13145,DENTAL,62.6
12085,BPHIGH,37.0
12039,HIGHCHOL,38.6
12077,ACCESS2,18.1
12061,CHECKUP,82.1
12007,HIGHCHOL,37.9
12007,DIABETES,12.4
13099,BPHIGH,41.6
12081,ACCESS2,14.6
12065,CHECKUP,79.5
08005,CASTHMA,10.5
08067,HIGHCHOL,33.2
13077,DIABETES,12.4
08055,CHECKUP,68.7
12113,CASTHMA,9.6
08031,BPHIGH,21.7
08071,HIGHCHOL,28.7
12071,BPHIGH,39.6
08119,ACCESS2,7.6
08035,DIABETES,6.0
09140,DENTAL,68.3
13099,DENTAL,49.1
09190,DIABETES,8.5
08001,HIGHCHOL,31.0
13083,DIABETES,10.2
12069,HIGHCHOL,40.6
13011,ACCESS2,14.2
12057,ACCESS2,16.1
06109,CHECKUP,76.1
12123,HIGHCHOL,33.7
13049,CASTHMA,10.0
11001,HIGHCHOL,33.3
06099,CHECKUP,70.3
13147,BPHIGH,42.1
10001,BPHIGH,39.5
06081,DIABETES,10.6
12105,BPHIGH,32.4
08045,BPHIGH,27.2
13117,DENTAL,70.0
08095,ACCESS2,14.6
08113,HIGHCHOL,33.7
13157,CHECKUP,77.1
13015,DENTAL,58.1
13127,DENTAL,60.9
13029,CHECKUP,77.5
08003,DIABETES,11.3
12077,HIGHCHOL,33.9
06097,ACCESS2,8.4
13223,ACCESS2,11.8
17097,DENTAL,64.3
17145,DIABETES,13.2
16021,CASTHMA,11.4
16085,BPHIGH,29.8
17071,HIGHCHOL,41.8
13187,BPHIGH,32.9
17013,HIGHCHOL,31.3
13221,CASTHMA,10.1
16067,BPHIGH,34.0
17097,DIABETES,9.8
16073,CHECKUP,73.0
16011,CHECKUP,72.2
17175,ACCESS2,8.3
13271,CASTHMA,10.7
13295,HIGHCHOL,40.1
13201,BPHIGH,38.8
13289,DIABETES,13.7
15005,DIABETES,12.9
17187,CHECKUP,75.1
13241,BPHIGH,33.8
17095,CHECKUP,75.9
17005,CHECKUP,75.6
13195,HIGHCHOL,39.9
17171,HIGHCHOL,38.7
13243,HIGHCHOL,43.3
17197,DENTAL,67.5
13205,CASTHMA,11.2
16033,CASTHMA,10.4
13219,DENTAL,69.7
17195,DIABETES,10.2
16025,HIGHCHOL,28.2
17123,HIGHCHOL,31.9
16043,HIGHCHOL,33.1
17095,CASTHMA,10.6
13301,HIGHCHOL,33.0
16077,HIGHCHOL,34.7
17173,ACCESS2,7.4
17155,ACCESS2,8.0
13273,BPHIGH,43.8
13291,CHECKUP,75.2
13287,BPHIGH,41.2
17073,CASTHMA,10.3
17113,CASTHMA,10.3
17047,ACCESS2,8.3
13211,HIGHCHOL,33.3
13317,DENTAL,52.7
16035,ACCESS2,10.1
16039,DIABETES,10.4
16049,DIABETES,12.8
17029,DIABETES,10.4
17075,CHECKUP,78.6
16045,CHECKUP,76.1
13261,CHECKUP,80.0
13173,BPHIGH,39.4
17169,BPHIGH,41.4
17183,DIABETES,14.4
13303,DENTAL,50.4
17011,CASTHMA,10.4
17171,DENTAL,66.2
13199,DIABETES,14.0
17163,DENTAL,61.7
15007,DENTAL,67.7
13233,DIABETES,12.5
13231,CHECKUP,75.8
17125,CASTHMA,10.7
13267,HIGHCHOL,35.5
16037,DENTAL,66.9
13191,ACCESS2,14.9
13255,BPHIGH,38.8
13269,CASTHMA,11.6
16007,CHECKUP,71.1
15007,HIGHCHOL,36.7
17179,CASTHMA,10.3
13313,CHECKUP,76.4
16047,CASTHMA,10.7
17043,ACCESS2,7.6
17033,DIABETES,12.1
13287,BPHIGH,45.9
17145,HIGHCHOL,31.9
16055,DIABETES,8.0
13319,CASTHMA,10.9
13199,CASTHMA,11.2
13217,DENTAL,57.0
17093,BPHIGH,29.6
13169,BPHIGH,40.2
17065,HIGHCHOL,32.3
17127,CHECKUP,79.0
17043,DENTAL,70.9
13207,DIABETES,13.1
17193,CASTHMA,10.9
17067,CHECKUP,79.7
17155,BPHIGH,37.4
17109,CHECKUP,76.0
16007,BPHIGH,34.1
17023,HIGHCHOL,38.0
13215,CASTHMA,11.0
17171,CHECKUP,79.0
17015,CHECKUP,78.6
13257,CASTHMA,10.5
13305,CASTHMA,10.8
17041,BPHIGH,35.4
13177,BPHIGH,36.8
17063,CASTHMA,10.1
16033,HIGHCHOL,35.6
17065,DIABETES,13.9
17049,DENTAL,66.9
17141,CHECKUP,78.4
16059,ACCESS2,10.1
17121,CASTHMA,11.0
17145,CHECKUP,75.2
16081,DENTAL,69.3
16039,HIGHCHOL,29.3
16035,CASTHMA,10.7
17133,HIGHCHOL,37.6
13169,DIABETES,12.0
17051,CASTHMA,10.4
17181,DENTAL,61.9
17057,CASTHMA,10.5
17051,HIGHCHOL,32.3
13297,HIGHCHOL,37.7
17065,BPHIGH,33.0
17039,DIABETES,9.6
16055,ACCESS2,9.2
16047,DIABETES,13.0
16021,HIGHCHOL,28.5
17009,DENTAL,54.1
13277,CHECKUP,77.3
17123,DENTAL,59.0
17085,DIABETES,9.0
17109,CASTHMA,10.6
15001,ACCESS2,6.6
17025,ACCESS2,9.5
15009,CASTHMA,10.5
13265,CHECKUP,82.8
17159,DIABETES,12.5
16011,HIGHCHOL,32.3
13239,BPHIGH,54.7
13207,ACCESS2,11.2
17117,DENTAL,59.9
13263,ACCESS2,15.1
13281,DIABETES,10.3
13231,CASTHMA,10.1
13249,DENTAL,57.3
17079,DIABETES,12.0
16039,ACCESS2,13.6
16009,ACCESS2,12.2
17039,ACCESS2,8.2
17197,HIGHCHOL,30.3
13315,ACCESS2,17.8
17169,DENTAL,59.5
17131,DIABETES,12.4
13205,ACCESS2,16.5
13213,HIGHCHOL,38.9
13235,CHECKUP,77.9
17143,DIABETES,10.9
16047,ACCESS2,17.9
13209,CHECKUP,78.7
17033,HIGHCHOL,32.2
13191,DIABETES,20.4
16081,BPHIGH,27.0
17051,BPHIGH,34.0
17187,HIGHCHOL,31.6
13233,DENTAL,54.7
13207,HIGHCHOL,33.4
13217,CHECKUP,79.1
13225,BPHIGH,40.3
17075,HIGHCHOL,40.0
17059,CASTHMA,11.0
17197,BPHIGH,29.5
13235,DENTAL,51.1
13219,CASTHMA,8.9
17013,ACCESS2,6.4
17117,BPHIGH,31.7
15005,ACCESS2,11.8
17081,ACCESS2,8.8
16021,BPHIGH,36.1
17027,ACCESS2,7.5
13211,HIGHCHOL,40.0
15005,CHECKUP,78.5
16043,DENTAL,65.1
16007,DENTAL,67.6
13177,HIGHCHOL,33.2
16063,CHECKUP,70.8
13221,CHECKUP,76.2
16041,BPHIGH,28.7
17137,HIGHCHOL,37.7
17071,DENTAL,61.4
13221,DIABETES,14.1
13183,CASTHMA,10.5
13179,DENTAL,53.7
17191,DIABETES,10.5
16051,ACCESS2,10.4
16059,HIGHCHOL,39.6
13279,BPHIGH,41.1
13319,DENTAL,48.8
13307,BPHIGH,41.4
16017,BPHIGH,36.7
17159,HIGHCHOL,31.8
13309,CASTHMA,10.0
16065,CASTHMA,11.5
17109,BPHIGH,33.5
17109,DENTAL,57.1
17159,ACCESS2,7.7
17079,ACCESS2,6.9
15001,DIABETES,12.5
16085,DENTAL,63.3
13265,BPHIGH,52.2
13223,DIABETES,10.9
13307,DENTAL,50.3
13263,DIABETES,22.1
13209,BPHIGH,42.1
13279,ACCESS2,17.1
16061,ACCESS2,11.4
17143,HIGHCHOL,37.5
16045,CASTHMA,10.9
16017,ACCESS2,9.6
17191,BPHIGH,39.7
13245,BPHIGH,41.0
17063,DENTAL,67.2
17045,BPHIGH,40.3
17085,ACCESS2,6.8
17079,CHECKUP,75.2
13279,CHECKUP,78.4
13287,CHECKUP,77.3
17195,DENTAL,62.1
13283,CASTHMA,11.4
17059,ACCESS2,9.4
16047,DENTAL,57.7
17099,CASTHMA,10.3
17183,ACCESS2,9.7
16029,CASTHMA,10.8
13199,DENTAL,52.1
13219,DIABETES,8.3
17063,BPHIGH,32.3
16003,DIABETES,9.3
13259,HIGHCHOL,36.8
13247,CASTHMA,11.1
16051,BPHIGH,28.7
13259,HIGHCHOL,34.9
13301,BPHIGH,50.3
17165,CHECKUP,78.8
17025,CHECKUP,78.3
16059,DIABETES,8.6
13271,DENTAL,43.9
17165,HIGHCHOL,38.9
13281,HIGHCHOL,45.4
17131,ACCESS2,7.8
13229,DIABETES,14.3
17193,DENTAL,55.1
17131,CHECKUP,75.2
16087,HIGHCHOL,28.8
13229,HIGHCHOL,39.7
13321,BPHIGH,38.6
17031,BPHIGH,31.0
17171,CASTHMA,10.4
16003,CASTHMA,11.0
17025,DIABETES,10.9
17093,CHECKUP,76.5
15009,DIABETES,9.6
16083,CASTHMA,11.1
17011,DENTAL,58.2
17003,HIGHCHOL,32.0
13187,CASTHMA,10.0
17061,DENTAL,58.2
16067,CHECKUP,71.6
17143,ACCESS2,8.0
13223,BPHIGH,35.0
17189,BPHIGH,30.0
17119,CHECKUP,78.3
17061,CASTHMA,10.7
17013,DIABETES,11.9
17179,ACCESS2,6.9
17081,CHECKUP,78.2
16033,DENTAL,57.1
17183,CASTHMA,11.0
13217,DIABETES,14.4
17025,CASTHMA,11.0
17115,HIGHCHOL,32.3
13279,DIABETES,13.6
16009,CASTHMA,11.6
17145,BPHIGH,38.5
17009,CASTHMA,10.0
17023,DENTAL,65.5
17171,DIABETES,9.4
17183,DENTAL,56.6
17113,DENTAL,62.6
13205,CHECKUP,79.9
17107,DIABETES,11.6
17143,DENTAL,59.7
17085,HIGHCHOL,41.2
16081,CASTHMA,10.0
13183,DENTAL,53.4
13233,CASTHMA,10.5
17161,CHECKUP,78.3
17007,DENTAL,59.5
16033,CHECKUP,74.2
16073,ACCESS2,18.1
13171,CASTHMA,10.7
17141,ACCESS2,9.4
16059,DENTAL,63.4
17035,BPHIGH,30.9
16015,HIGHCHOL,39.2
13189,CHECKUP,80.0
17007,HIGHCHOL,36.7
17173,DIABETES,13.0
16057,HIGHCHOL,29.1
17101,BPHIGH,34.8
17103,BPHIGH,38.0
16009,DIABETES,13.5
13237,ACCESS2,14.0
13259,DIABETES,17.9
17101,CHECKUP,75.0
17071,HIGHCHOL,32.2
17095,DIABETES,13.5
17079,BPHIGH,30.2
16059,CHECKUP,77.1
17169,HIGHCHOL,32.2
13317,CASTHMA,11.0
17129,ACCESS2,6.7
13201,DENTAL,48.4
17191,DENTAL,62.1
13297,ACCESS2,13.4
17111,ACCESS2,8.4
13249,HIGHCHOL,33.7
17037,HIGHCHOL,32.9
17041,CHECKUP,74.9
16051,CHECKUP,72.2
16017,DIABETES,8.4
13245,HIGHCHOL,37.9
17117,HIGHCHOL,31.6
16071,CHECKUP,71.1
13319,BPHIGH,39.6
13173,HIGHCHOL,38.7
16029,HIGHCHOL,28.4
13217,CASTHMA,11.0
13289,ACCESS2,15.8
13317,CHECKUP,81.2
17195,ACCESS2,10.1
17083,CHECKUP,78.7
16053,DENTAL,57.7
17145,DENTAL,54.1
17111,BPHIGH,33.7
17161,BPHIGH,36.1
17049,BPHIGH,30.4
13221,ACCESS2,12.8
17131,CASTHMA,10.5
17141,BPHIGH,36.9
17123,BPHIGH,31.3
13269,DENTAL,46.6
13205,DIABETES,15.6
13263,HIGHCHOL,33.5
16005,DIABETES,9.7
17057,CHECKUP,75.2
17107,BPHIGH,35.6
13315,DIABETES,17.4
17173,CHECKUP,75.2
13293,ACCESS2,14.7
13207,BPHIGH,34.4
15009,ACCESS2,6.7
13277,ACCESS2,16.1
13239,CHECKUP,78.3
16001,HIGHCHOL,32.9
17157,DENTAL,58.9
17027,DENTAL,63.4
17185,DIABETES,10.4
17097,ACCESS2,9.7
17117,DIABETES,12.8
16071,DIABETES,10.5
16013,ACCESS2,11.4
17195,HIGHCHOL,39.0
