NAME,B19013_001E,B27001_001E,B01003_001E,state,county
"Autauga County, Alabama",72481,58355,59947,01,001
"Baldwin County, Alabama",78775,243859,246989,01,003
"Barbour County, Alabama",46042,21581,24643,01,005
"Bibb County, Alabama",52541,20552,22130,01,007
"Blount County, Alabama",64190,59093,59518,01,009
"Bullock County, Alabama",31310,8769,10058,01,011
"Butler County, Alabama",44755,18380,18630,01,013
"Calhoun County, Alabama",55029,114485,116090,01,015
"Chambers County, Alabama",49656,33666,34192,01,017
"Cherokee County, Alabama",53863,25193,25443,01,019
"Chilton County, Alabama",65603,45696,45992,01,021
"Choctaw County, Alabama",47813,12267,12380,01,023
"Clarke County, Alabama",49249,22234,22543,01,025
"Clay County, Alabama",55250,13951,14192,01,027
"Cleburne County, Alabama",55345,15204,15426,01,029
"Coffee County, Alabama",68353,52676,54920,01,031
"Colbert County, Alabama",60628,57670,58022,01,033
"Conecuh County, Alabama",41327,11184,11275,01,035
"Coosa County, Alabama",57355,9971,10300,01,037
"Covington County, Alabama",52456,37128,37628,01,039
"Crenshaw County, Alabama",48560,12934,13122,01,041
"Cullman County, Alabama",62656,89754,90566,01,043
"Dale County, Alabama",54963,47185,49599,01,045
"Dallas County, Alabama",35627,36567,36858,01,047
"DeKalb County, Alabama",51204,71520,72269,01,049
"Elmore County, Alabama",78243,84814,89526,01,051
"Escambia County, Alabama",48225,34155,36629,01,053
"Etowah County, Alabama",54563,101952,103105,01,055
"Fayette County, Alabama",49488,15867,16053,01,057
"Franklin County, Alabama",53338,31655,31966,01,059
"Geneva County, Alabama",52771,26560,26887,01,061
"Greene County, Alabama",29200,7347,7424,01,063
"Hale County, Alabama",39250,14629,14829,01,065
"Henry County, Alabama",59931,17452,17647,01,067
"Houston County, Alabama",58626,107023,108140,01,069
"Jackson County, Alabama",51908,52544,53053,01,071
"Jefferson County, Alabama",66388,660402,667755,01,073
"Lamar County, Alabama",50000,13593,13693,01,075
"Lauderdale County, Alabama",62649,94802,95830,01,077
"Lawrence County, Alabama",66071,33044,33276,01,079
"Lee County, Alabama",65824,179575,181134,01,081
"Limestone County, Alabama",83629,108206,111233,01,083
"Lowndes County, Alabama",37052,9661,9833,01,085
"Macon County, Alabama",43707,18551,18691,01,087
"Madison County, Alabama",86499,401432,405718,01,089
"Marengo County, Alabama",43825,18650,18851,01,091
"Marion County, Alabama",50088,28568,29184,01,093
"Marshall County, Alabama",62571,98736,99748,01,095
"Mobile County, Alabama",58880,408063,412590,01,097
"Monroe County, Alabama",42292,19106,19388,01,099
"Montgomery County, Alabama",59386,220084,226718,01,101
"Morgan County, Alabama",68845,122480,124471,01,103
"Perry County, Alabama",37654,7873,8031,01,105
"Pickens County, Alabama",46274,17089,18721,01,107
"Pike County, Alabama",48677,32752,32987,01,109
"Randolph County, Alabama",52338,22279,22510,01,111
"Russell County, Alabama",51197,56918,58811,01,113
"St. Clair County, Alabama",77463,92023,94166,01,115
"Shelby County, Alabama",97961,227943,230211,01,117
"Sumter County, Alabama",33310,11737,11878,01,119
"Talladega County, Alabama",57776,78235,81021,01,121
"Tallapoosa County, Alabama",59356,40168,40938,01,123
"Tuscaloosa County, Alabama",66231,235544,237552,01,125
"Walker County, Alabama",56509,63953,64841,01,127
"Washington County, Alabama",61042,15018,15143,01,129
"Wilcox County, Alabama",40640,9989,10172,01,131
"Winston County, Alabama",57256,23359,23682,01,133
"Aleutians East Borough, Alaska",65365,3466,3491,02,013
"Aleutians West Census Area, Alaska",135500,5083,5235,02,016
"Anchorage Municipality, Alaska",103284,275688,288976,02,020
"Bethel Census Area, Alaska",73996,18104,18394,02,050
"Bristol Bay Borough, Alaska",95625,897,918,02,060
"Chugach Census Area, Alaska",90509,6526,6862,02,063
"Copper River Census Area, Alaska",79250,2618,2626,02,066
"Denali Borough, Alaska",80781,1944,1969,02,068
"Dillingham Census Area, Alaska",78533,4703,4724,02,070
"Fairbanks North Star Borough, Alaska",88267,86170,95460,02,090
"Haines Borough, Alaska",86927,2075,2086,02,100
"Hoonah-Angoon Census Area, Alaska",61406,2311,2311,02,105
"Juneau City and Borough, Alaska",101661,31045,31794,02,110
"Kenai Peninsula Borough, Alaska",80538,59171,60413,02,122
"Ketchikan Gateway Borough, Alaska",92885,13430,13768,02,130
"Kodiak Island Borough, Alaska",86250,11633,12771,02,150
"Kusilvak Census Area, Alaska",51471,8163,8176,02,158
"Lake and Peninsula Borough, Alaska",65625,1010,1013,02,164
"Matanuska-Susitna Borough, Alaska",94031,109616,112988,02,170
"Nome Census Area, Alaska",78681,9687,9866,02,180
"North Slope Borough, Alaska",95694,10738,10810,02,185
"Northwest Arctic Borough, Alaska",84018,7393,7441,02,188
"Petersburg Borough, Alaska",75125,3270,3409,02,195
"Prince of Wales-Hyder Census Area, Alaska",61156,5698,5715,02,198
"Sitka City and Borough, Alaska",101727,7945,8368,02,220
"Skagway Municipality, Alaska",81136,1244,1244,02,230
"Southeast Fairbanks Census Area, Alaska",73882,6901,7068,02,240
"Wrangell City and Borough, Alaska",63750,2065,2088,02,275
"Yakutat City and Borough, Alaska",85000,522,527,02,282
"Yukon-Koyukuk Census Area, Alaska",55741,5174,5195,02,290
"Apache County, Arizona",41438,64654,65341,04,001
"Cochise County, Arizona",59742,117980,125566,04,003
"Coconino County, Arizona",72966,143817,144508,04,005
"Gila County, Arizona",61986,52766,53795,04,007
"Graham County, Arizona",67325,36627,39232,04,009
"Greenlee County, Arizona",71164,9382,9409,04,011
"La Paz County, Arizona",49478,16570,16664,04,012
"Maricopa County, Arizona",89300,4517431,4559748,04,013
"Mohave County, Arizona",57684,216573,220517,04,015
"Navajo County, Arizona",54606,106124,108415,04,017
"Pima County, Arizona",70315,1038236,1060490,04,019
"Pinal County, Arizona",80266,452911,469006,04,021
"Santa Cruz County, Arizona",55217,48839,48926,04,023
"Yavapai County, Arizona",69613,244073,245480,04,025
"Yuma County, Arizona",62876,201860,211741,04,027
"Arkansas County, Arkansas",53164,16290,16515,05,001
"Ashley County, Arkansas",44266,18240,18429,05,003
"Baxter County, Arkansas",48452,42011,42407,05,005
"Benton County, Arkansas",93506,302003,303632,05,007
"Boone County, Arkansas",55143,37780,38138,05,009
"Bradley County, Arkansas",41476,10133,10208,05,011
"Calhoun County, Arkansas",66809,4642,4704,05,013
"Carroll County, Arkansas",54230,28356,28626,05,015
"Chicot County, Arkansas",39045,9003,9765,05,017
"Clark County, Arkansas",52034,20902,21125,05,019
"Clay County, Arkansas",51481,14170,14280,05,021
"Cleburne County, Arkansas",55798,24949,25226,05,023
"Cleveland County, Arkansas",54794,7376,7453,05,025
"Columbia County, Arkansas",55334,21992,22349,05,027
"Conway County, Arkansas",54187,20916,21054,05,029
"Craighead County, Arkansas",59548,112159,113249,05,031
"Crawford County, Arkansas",64132,60399,61139,05,033
"Crittenden County, Arkansas",55358,46576,47266,05,035
"Cross County, Arkansas",50863,16381,16543,05,037
"Dallas County, Arkansas",42500,5991,6242,05,039
"Desha County, Arkansas",37662,10742,10786,05,041
"Drew County, Arkansas",42824,16773,17046,05,043
"Faulkner County, Arkansas",67289,126192,127717,05,045
"Franklin County, Arkansas",55886,17115,17326,05,047
"Fulton County, Arkansas",42241,12152,12302,05,049
"Garland County, Arkansas",57181,99080,100035,05,051
"Grant County, Arkansas",71549,18045,18242,05,053
"Greene County, Arkansas",57839,45931,46432,05,055
"Hempstead County, Arkansas",46787,19321,19508,05,057
"Hot Spring County, Arkansas",55405,30844,33180,05,059
"Howard County, Arkansas",45603,12396,12583,05,061
"Independence County, Arkansas",56609,37682,38175,05,063
"Izard County, Arkansas",49405,12893,14009,05,065
"Jackson County, Arkansas",44218,14366,16712,05,067
"Jefferson County, Arkansas",51096,60258,64802,05,069
"Johnson County, Arkansas",45995,25779,26003,05,071
"Lafayette County, Arkansas",41278,6059,6136,05,073
"Lawrence County, Arkansas",44882,16042,16238,05,075
"Lee County, Arkansas",34375,6811,8359,05,077
"Lincoln County, Arkansas",51778,8701,12950,05,079
"Little River County, Arkansas",53344,11672,11821,05,081
"Logan County, Arkansas",58555,21076,21277,05,083
"Lonoke County, Arkansas",72828,73045,75272,05,085
"Madison County, Arkansas",56798,17235,17329,05,087
"Marion County, Arkansas",48619,17078,17228,05,089
"Miller County, Arkansas",48836,41257,42360,05,091
"Mississippi County, Arkansas",52548,38303,39126,05,093
"Monroe County, Arkansas",43214,6506,6589,05,095
"Montgomery County, Arkansas",48906,8449,8553,05,097
"Nevada County, Arkansas",53886,7998,8159,05,099
"Newton County, Arkansas",48986,7046,7112,05,101
"Ouachita County, Arkansas",49268,21743,22085,05,103
"Perry County, Arkansas",55764,10007,10101,05,105
"Phillips County, Arkansas",40134,15286,15450,05,107
"Pike County, Arkansas",49269,9979,10115,05,109
"Poinsett County, Arkansas",46707,22265,22543,05,111
"Polk County, Arkansas",49191,19210,19361,05,113
"Pope County, Arkansas",57344,63577,64131,05,115
"Prairie County, Arkansas",51646,7906,8064,05,117
"Pulaski County, Arkansas",62873,392602,399818,05,119
"Randolph County, Arkansas",50911,18518,18838,05,121
"St. Francis County, Arkansas",42574,19529,22400,05,123
"Saline County, Arkansas",79046,126165,127479,05,125
"Scott County, Arkansas",43270,9728,9816,05,127
"Searcy County, Arkansas",44426,7771,7859,05,129
"Sebastian County, Arkansas",57790,127405,128900,05,131
"Sevier County, Arkansas",53527,15609,15712,05,133
"Sharp County, Arkansas",44637,17580,17773,05,135
"Stone County, Arkansas",40943,12470,12568,05,137
"Union County, Arkansas",55259,37429,37900,05,139
"Van Buren County, Arkansas",50354,15868,15998,05,141
"Washington County, Arkansas",70639,254656,256765,05,143
"White County, Arkansas",55249,77296,77838,05,145
"Woodruff County, Arkansas",48158,5918,6026,05,147
"Yell County, Arkansas",55934,19864,20134,05,149
"Alameda County, California",129367,1638900,1649473,06,001
"Alpine County, California",105521,1616,1616,06,003
"Amador County, California",88044,37999,41428,06,005
"Butte County, California",67928,205896,207929,06,007
"Calaveras County, California",78647,45930,46248,06,009
"Colusa County, California",75672,21764,21984,06,011
"Contra Costa County, California",127229,1160014,1165012,06,013
"Del Norte County, California",67058,24764,27107,06,015
"El Dorado County, California",108845,191763,192662,06,017
"Fresno County, California",74201,1004601,1016725,06,019
"Glenn County, California",67139,28314,28494,06,021
"Humboldt County, California",61160,133650,134541,06,023
"Imperial County, California",57681,173281,180202,06,025
"Inyo County, California",73991,18366,18739,06,027
"Kern County, California",70210,892577,915075,06,029
"Kings County, California",70995,135818,153298,06,031
"Lake County, California",60621,67571,68152,06,033
"Lassen County, California",67403,23976,30356,06,035
"Los Angeles County, California",90112,9742931,9808667,06,037
"Madera County, California",76627,154708,160940,06,039
"Marin County, California",149091,254598,257969,06,041
"Mariposa County, California",68412,16924,17082,06,043
"Mendocino County, California",68092,89531,90244,06,045
"Merced County, California",65510,287806,290201,06,047
"Modoc County, California",59455,8445,8600,06,049
"Mono County, California",99415,13006,13148,06,051
"Monterey County, California",97230,422606,437613,06,053
"Napa County, California",111471,133474,134869,06,055
"Nevada County, California",89882,101585,102481,06,057
"Orange County, California",116289,3151837,3165820,06,059
"Placer County, California",115998,416138,419156,06,061
"Plumas County, California",66031,19291,19423,06,063
"Riverside County, California",93074,2455671,2478600,06,065
"Sacramento County, California",92175,1579972,1594006,06,067
"San Benito County, California",114394,67148,67290,06,069
"San Bernardino County, California",85478,2160374,2197104,06,071
"San Diego County, California",106268,3179471,3288774,06,073
"San Francisco County, California",140970,826350,830235,06,075
"San Joaquin County, California",92179,788996,797334,06,077
"San Luis Obispo County, California",97446,276722,281555,06,079
"San Mateo County, California",158855,738640,742340,06,081
"Santa Barbara County, California",98161,436470,443701,06,083
"Santa Clara County, California",164281,1892227,1902047,06,085
"Santa Cruz County, California",111093,263893,264926,06,087
"Shasta County, California",72636,179806,181436,06,089
"Sierra County, California",63355,2647,2746,06,091
"Siskiyou County, California",59095,43221,43466,06,093
"Solano County, California",100401,439473,451918,06,095
"Sonoma County, California",104674,481731,485040,06,097
"Stanislaus County, California",81468,550999,553990,06,099
"Sutter County, California",79704,97538,98857,06,101
"Tehama County, California",63784,64686,65167,06,103
"Trinity County, California",53002,15715,15860,06,105
"Tulare County, California",71300,474648,478693,06,107
"Tuolumne County, California",77404,52028,54498,06,109
"Ventura County, California",109797,829932,837469,06,111
"Yolo County, California",91752,218859,220564,06,113
"Yuba County, California",76373,81516,84507,06,115
"Adams County, Colorado",94571,526800,530225,08,001
"Alamosa County, Colorado",55397,16381,16581,08,003
"Arapahoe County, Colorado",101087,653786,659844,08,005
"Archuleta County, Colorado",83065,13798,13900,08,007
"Baca County, Colorado",46215,3351,3428,08,009
"Bent County, Colorado",50179,4351,5549,08,011
"Boulder County, Colorado",103994,326832,328961,08,013
"Broomfield County, Colorado",123874,75783,76304,08,014
"Chaffee County, Colorado",84132,18755,20178,08,015
"Cheyenne County, Colorado",70865,1702,1741,08,017
"Clear Creek County, Colorado",94577,9179,9262,08,019
"Conejos County, Colorado",50978,7488,7530,08,021
"Costilla County, Colorado",36861,3585,3607,08,023
"Crowley County, Colorado",48826,3906,5647,08,025
"Custer County, Colorado",72674,5238,5247,08,027
"Delta County, Colorado",57774,30725,31598,08,029
"Denver County, Colorado",94718,711647,718877,08,031
"Dolores County, Colorado",64907,2432,2432,08,033
"Douglas County, Colorado",149594,375365,377150,08,035
"Eagle County, Colorado",104096,55073,55135,08,037
"Elbert County, Colorado",132685,27779,27874,08,039
"El Paso County, Colorado",90363,703055,742999,08,041
"Fremont County, Colorado",62664,42043,49634,08,043
"Garfield County, Colorado",91131,61843,62479,08,045
"Gilpin County, Colorado",95361,5865,5901,08,047
"Grand County, Colorado",88612,15866,15895,08,049
"Gunnison County, Colorado",84527,17174,17241,08,051
"Hinsdale County, Colorado",75972,1005,1005,08,053
"Huerfano County, Colorado",52526,6849,6972,08,055
"Jackson County, Colorado",47667,1366,1372,08,057
"Jefferson County, Colorado",110656,573800,579377,08,059
"Kiowa County, Colorado",58618,1346,1376,08,061
"Kit Carson County, Colorado",70259,6926,7023,08,063
"Lake County, Colorado",96575,7332,7380,08,065
"La Plata County, Colorado",86056,55966,56331,08,067
"Larimer County, Colorado",93765,364817,367368,08,069
"Las Animas County, Colorado",52074,13898,14413,08,071
"Lincoln County, Colorado",62861,4475,5550,08,073
"Logan County, Colorado",51829,19138,20892,08,075
"Mesa County, Colorado",73658,157219,158601,08,077
"Mineral County, Colorado",56250,727,729,08,079
"Moffat County, Colorado",73849,13117,13207,08,081
"Montezuma County, Colorado",65244,26152,26412,08,083
"Montrose County, Colorado",72120,43410,43807,08,085
"Morgan County, Colorado",73278,29089,29520,08,087
"Otero County, Colorado",54037,18134,18321,08,089
"Ouray County, Colorado",91020,5087,5087,08,091
"Park County, Colorado",103670,17749,17907,08,093
"Phillips County, Colorado",64674,4426,4496,08,095
"Pitkin County, Colorado",102645,16965,16985,08,097
"Prowers County, Colorado",53508,11776,11910,08,099
"Pueblo County, Colorado",64010,165217,169356,08,101
"Rio Blanco County, Colorado",65473,6470,6544,08,103
"Rio Grande County, Colorado",64411,11142,11321,08,105
"Routt County, Colorado",106489,24907,25084,08,107
"Saguache County, Colorado",50082,6550,6580,08,109
"San Juan County, Colorado",77824,724,724,08,111
"San Miguel County, Colorado",79024,7956,7968,08,113
"Sedgwick County, Colorado",52386,2274,2304,08,115
"Summit County, Colorado",109773,30988,31017,08,117
"Teller County, Colorado",85361,24689,24825,08,119
"Washington County, Colorado",67167,4647,4831,08,121
"Weld County, Colorado",97097,348406,350396,08,123
"Yuma County, Colorado",60545,9807,9979,08,125
"Capitol Planning Region, Connecticut",93394,963852,977290,09,110
"Greater Bridgeport Planning Region, Connecticut",89667,327045,329259,09,120
"Lower Connecticut River Valley Planning Region, Connecticut",104428,173961,175822,09,130
"Naugatuck Valley Planning Region, Connecticut",86191,449994,454969,09,140
"Northeastern Connecticut Planning Region, Connecticut",90589,95403,96312,09,150
"Northwest Hills Planning Region, Connecticut",93551,112265,113216,09,160
"South Central Connecticut Planning Region, Connecticut",88197,565985,570598,09,170
"Southeastern Connecticut Planning Region, Connecticut",86586,270391,279971,09,180
"Western Connecticut Planning Region, Connecticut",128188,622771,627071,09,190
"Kent County, Delaware",74477,184007,187604,10,001
"New Castle County, Delaware",91166,570679,577961,10,003
"Sussex County, Delaware",81497,252881,255626,10,005
"District of Columbia, District of Columbia",109870,671766,681294,11,001
"Alachua County, Florida",61949,282974,285492,12,001
"Baker County, Florida",79836,25733,28430,12,003
"Bay County, Florida",73533,181841,186393,12,005
"Bradford County, Florida",63050,24180,27885,12,007
"Brevard County, Florida",78476,625754,632780,12,009
"Broward County, Florida",77633,1963742,1977129,12,011
"Calhoun County, Florida",50517,11752,13492,12,013
"Charlotte County, Florida",69952,197014,201064,12,015
"Citrus County, Florida",56546,160194,162472,12,017
"Clay County, Florida",87820,223382,227584,12,019
"Collier County, Florida",90045,396134,398291,12,021
"Columbia County, Florida",59205,67679,71789,12,023
"DeSoto County, Florida",54417,33647,35386,12,027
"Dixie County, Florida",50110,15416,17058,12,029
"Duval County, Florida",71277,999339,1023153,12,031
"Escambia County, Florida",67500,308976,325923,12,033
"Flagler County, Florida",77363,125829,126528,12,035
"Franklin County, Florida",64105,10939,12553,12,037
"Gadsden County, Florida",48801,41091,43710,12,039
"Gilchrist County, Florida",63523,18125,19040,12,041
"Glades County, Florida",45870,11436,12563,12,043
"Gulf County, Florida",61179,12523,15131,12,045
"Hamilton County, Florida",50144,11187,13616,12,047
"Hardee County, Florida",60489,24109,25675,12,049
"Hendry County, Florida",56393,41568,42382,12,051
"Hernando County, Florida",66058,205223,207018,12,053
"Highlands County, Florida",54897,104496,105702,12,055
"Hillsborough County, Florida",79540,1507677,1522748,12,057
"Holmes County, Florida",49343,17709,19513,12,059
"Indian River County, Florida",73491,165069,166936,12,061
"Jackson County, Florida",49149,41824,48250,12,063
"Jefferson County, Florida",61212,13936,15091,12,065
"Lafayette County, Florida",62757,6719,8161,12,067
"Lake County, Florida",73161,408612,412924,12,069
"Lee County, Florida",76107,812164,817666,12,071
"Leon County, Florida",66287,293671,297542,12,073
"Levy County, Florida",56750,45096,45391,12,075
"Liberty County, Florida",58671,6171,7687,12,077
"Madison County, Florida",48485,16408,18089,12,079
"Manatee County, Florida",78457,425693,429792,12,081
"Marion County, Florida",61010,392063,400078,12,083
"Martin County, Florida",82943,158999,162176,12,085
"Miami-Dade County, Florida",71753,2714154,2738356,12,086
"Monroe County, Florida",87738,79854,81860,12,087
"Nassau County, Florida",89804,96562,97859,12,089
"Okaloosa County, Florida",81998,200873,216599,12,091
"Okeechobee County, Florida",57984,38173,40816,12,093
"Orange County, Florida",79719,1459399,1471937,12,095
"Osceola County, Florida",72637,425492,427415,12,097
"Palm Beach County, Florida",83581,1519770,1533806,12,099
"Pasco County, Florida",70492,605704,611444,12,101
"Pinellas County, Florida",72646,948700,963481,12,103
"Polk County, Florida",65978,782213,790694,12,105
"Putnam County, Florida",47934,74024,75164,12,107
"St. Johns County, Florida",109839,304726,306934,12,109
"St. Lucie County, Florida",71457,357826,360500,12,111
"Santa Rosa County, Florida",91922,188398,198472,12,113
"Sarasota County, Florida",83416,453581,459547,12,115
"Seminole County, Florida",85761,477871,481470,12,117
"Sumter County, Florida",76508,135678,143408,12,119
"Suwannee County, Florida",56658,43370,45342,12,121
"Taylor County, Florida",49073,18926,21503,12,123
"Union County, Florida",64146,11132,15701,12,125
"Volusia County, Florida",70044,571153,579622,12,127
"Wakulla County, Florida",81895,32565,35387,12,129
"Walton County, Florida",81986,81232,82948,12,131
"Washington County, Florida",58210,22949,25529,12,133
"Appling County, Georgia",46651,18154,18493,13,001
"Atkinson County, Georgia",42347,8313,8337,13,003
"Bacon County, Georgia",44694,10733,11109,13,005
"Baker County, Georgia",46012,2790,2790,13,007
"Baldwin County, Georgia",54403,40478,43642,13,009
"Banks County, Georgia",77063,19246,19264,13,011
"Barrow County, Georgia",80653,89524,89886,13,013
"Bartow County, Georgia",82243,111985,113113,13,015
"Ben Hill County, Georgia",41758,16815,17089,13,017
"Berrien County, Georgia",52876,18030,18352,13,019
"Bibb County, Georgia",51234,152980,156578,13,021
"Bleckley County, Georgia",62008,12004,12430,13,023
"Brantley County, Georgia",58239,18256,18315,13,025
"Brooks County, Georgia",46807,15972,16293,13,027
"Bryan County, Georgia",103408,46041,48263,13,029
"Bulloch County, Georgia",58810,81925,82683,13,031
"Burke County, Georgia",53014,24260,24470,13,033
"Butts County, Georgia",69241,24008,26496,13,035
"Calhoun County, Georgia",46940,3784,5498,13,037
"Camden County, Georgia",74378,52610,56970,13,039
"Candler County, Georgia",49581,10726,11043,13,043
"Carroll County, Georgia",73714,123530,124569,13,045
"Catoosa County, Georgia",74639,68121,68634,13,047
"Charlton County, Georgia",61276,12220,12818,13,049
"Chatham County, Georgia",71097,292668,300879,13,051
"Chattahoochee County, Georgia",61042,3698,8887,13,053
"Chattooga County, Georgia",50285,23576,25036,13,055
"Cherokee County, Georgia",108115,279509,281032,13,057
"Clarke County, Georgia",53625,128684,129609,13,059
"Clay County, Georgia",49147,2791,2850,13,061
"Clayton County, Georgia",59806,295556,298924,13,063
"Clinch County, Georgia",45847,6673,6759,13,065
"Cobb County, Georgia",102738,770393,775208,13,067
"Coffee County, Georgia",50683,40086,43347,13,069
"Colquitt County, Georgia",49341,45731,46224,13,071
"Columbia County, Georgia",95592,158204,162434,13,073
"Cook County, Georgia",53651,17130,17532,13,075
"Coweta County, Georgia",95548,151887,152852,13,077
"Crawford County, Georgia",67116,12092,12225,13,079
"Crisp County, Georgia",45105,19461,19790,13,081
"Dade County, Georgia",64568,16043,16165,13,083
"Dawson County, Georgia",92991,30042,30242,13,085
"Decatur County, Georgia",53317,28112,29195,13,087
"DeKalb County, Georgia",80644,760222,765351,13,089
"Dodge County, Georgia",51587,18247,19805,13,091
"Dooly County, Georgia",60987,8619,10984,13,093
"Dougherty County, Georgia",49044,81347,83091,13,095
"Douglas County, Georgia",82984,146425,147888,13,097
"Early County, Georgia",54083,10482,10603,13,099
"Echols County, Georgia",59489,3685,3709,13,101
"Effingham County, Georgia",88438,68336,69143,13,103
"Elbert County, Georgia",58450,19611,19849,13,105
"Emanuel County, Georgia",52772,22005,23026,13,107
"Evans County, Georgia",53259,10172,10757,13,109
"Fannin County, Georgia",57073,25604,25742,13,111
"Fayette County, Georgia",111978,121374,122244,13,113
"Floyd County, Georgia",65565,97837,99693,13,115
"Forsyth County, Georgia",143784,266313,267287,13,117
"Franklin County, Georgia",53046,24034,24234,13,119
"Fulton County, Georgia",95292,1066415,1076561,13,121
"Gilmer County, Georgia",74499,32268,32426,13,123
"Glascock County, Georgia",54934,2848,2932,13,125
"Glynn County, Georgia",69799,84419,85447,13,127
"Gordon County, Georgia",63650,58575,59100,13,129
"Grady County, Georgia",58980,25945,26108,13,131
"Greene County, Georgia",86272,19958,20109,13,133
"Gwinnett County, Georgia",87890,974976,979864,13,135
"Habersham County, Georgia",67309,46123,47793,13,137
"Hall County, Georgia",80901,211216,212705,13,139
"Hancock County, Georgia",40082,6914,8650,13,141
"Haralson County, Georgia",72127,30985,31285,13,143
"Harris County, Georgia",97302,35362,36086,13,145
"Hart County, Georgia",59385,26305,26939,13,147
"Heard County, Georgia",65868,11657,11773,13,149
"Henry County, Georgia",83146,248301,249960,13,151
"Houston County, Georgia",80698,164263,169649,13,153
"Irwin County, Georgia",51384,9048,9285,13,155
"Jackson County, Georgia",89544,84163,84757,13,157
"Jasper County, Georgia",60134,15800,15929,13,159
"Jeff Davis County, Georgia",40283,14873,14924,13,161
"Jefferson County, Georgia",53014,14872,15341,13,163
"Jenkins County, Georgia",44389,7451,8711,13,165
"Johnson County, Georgia",51028,7765,9190,13,167
"Jones County, Georgia",75500,28382,28673,13,169
"Lamar County, Georgia",67062,19410,19571,13,171
"Lanier County, Georgia",47186,9681,10221,13,173
"Laurens County, Georgia",55010,49065,49798,13,175
"Lee County, Georgia",89168,32673,33626,13,177
"Liberty County, Georgia",60456,59523,67397,13,179
"Lincoln County, Georgia",56907,7752,7854,13,181
"Long County, Georgia",68808,17583,18374,13,183
"Lowndes County, Georgia",58541,114388,119965,13,185
"Lumpkin County, Georgia",77448,34080,34505,13,187
"McDuffie County, Georgia",56733,21528,21718,13,189
"McIntosh County, Georgia",50273,11249,11312,13,191
"Macon County, Georgia",41031,9890,11864,13,193
"Madison County, Georgia",61963,31349,31528,13,195
"Marion County, Georgia",51667,7380,7509,13,197
"Meriwether County, Georgia",57340,20820,20929,13,199
"Miller County, Georgia",51425,5697,5850,13,201
"Mitchell County, Georgia",57613,19534,21058,13,205
"Monroe County, Georgia",83183,28413,29664,13,207
"Montgomery County, Georgia",51941,8120,8640,13,209
"Morgan County, Georgia",78111,20890,21078,13,211
"Murray County, Georgia",69253,40260,40562,13,213
"Muscogee County, Georgia",58073,194146,203711,13,215
"Newton County, Georgia",77179,117267,118152,13,217
"Oconee County, Georgia",121217,43365,43551,13,219
"Oglethorpe County, Georgia",75034,15356,15509,13,221
"Paulding County, Georgia",98031,177687,178909,13,223
"Peach County, Georgia",71293,28438,28560,13,225
"Pickens County, Georgia",78930,34738,34951,13,227
"Pierce County, Georgia",60517,20052,20202,13,229
"Pike County, Georgia",86719,19592,19903,13,231
"Polk County, Georgia",58515,43236,43785,13,233
"Pulaski County, Georgia",50406,8683,9939,13,235
"Putnam County, Georgia",72096,22645,22855,13,237
"Quitman County, Georgia",40179,2264,2264,13,239
"Rabun County, Georgia",67493,17158,17312,13,241
"Randolph County, Georgia",28380,6080,6196,13,243
"Richmond County, Georgia",55637,194987,206069,13,245
"Rockdale County, Georgia",77247,94406,95281,13,247
"Schley County, Georgia",56875,4513,4513,13,249
"Screven County, Georgia",52792,13868,14130,13,251
"Seminole County, Georgia",49495,9062,9156,13,253
"Spalding County, Georgia",62071,68113,68892,13,255
"Stephens County, Georgia",54754,26795,27012,13,257
"Stewart County, Georgia",33250,3904,4869,13,259
"Sumter County, Georgia",42653,28365,29061,13,261
"Talbot County, Georgia",41597,5703,5742,13,263
"Taliaferro County, Georgia",52500,1547,1558,13,265
"Tattnall County, Georgia",50747,19893,24208,13,267
"Taylor County, Georgia",41788,7636,7786,13,269
"Telfair County, Georgia",50929,9623,11831,13,271
"Terrell County, Georgia",46171,8563,8850,13,273
"Thomas County, Georgia",60736,45357,45777,13,275
"Tift County, Georgia",53255,40881,41438,13,277
"Toombs County, Georgia",52621,26799,27102,13,279
"Towns County, Georgia",59135,12768,12913,13,281
"Treutlen County, Georgia",55518,6067,6376,13,283
"Troup County, Georgia",56776,68990,70330,13,285
"Turner County, Georgia",36799,8692,8939,13,287
"Twiggs County, Georgia",56324,7695,7803,13,289
"Union County, Georgia",66176,25763,26304,13,291
"Upson County, Georgia",55429,27611,28029,13,293
"Walker County, Georgia",59469,67156,68762,13,295
"Walton County, Georgia",84945,102402,103313,13,297
"Ware County, Georgia",47448,33840,35976,13,299
"Warren County, Georgia",44289,5105,5170,13,301
"Washington County, Georgia",46023,18123,19849,13,303
"Wayne County, Georgia",53427,29007,30949,13,305
"Webster County, Georgia",46792,2379,2381,13,307
"Wheeler County, Georgia",40539,6118,7335,13,309
"White County, Georgia",70666,28522,28810,13,311
"Whitfield County, Georgia",67070,102758,103598,13,313
"Wilcox County, Georgia",54138,7031,8798,13,315
"Wilkes County, Georgia",52043,9451,9549,13,317
"Wilkinson County, Georgia",45465,8638,8747,13,319
"Worth County, Georgia",58694,20287,20451,13,321
"Hawaii County, Hawaii",78639,204208,205769,15,001
"Honolulu County, Hawaii",106195,945630,1001146,15,003
"Kalawao County, Hawaii",73750,66,67,15,005
"Kauai County, Hawaii",97668,73016,73731,15,007
