NAME,B19013_001E,B27001_001E,B01003_001E,state,county
"Union County, Kentucky",60327,13110,13260,21,225
"Warren County, Kentucky",65794,139669,140918,21,227
"Washington County, Kentucky",61616,11997,12140,21,229
"Wayne County, Kentucky",45739,19316,19602,21,231
"Webster County, Kentucky",59628,12540,12842,21,233
"Whitley County, Kentucky",44615,36433,36920,21,235
"Wolfe County, Kentucky",30417,6319,6443,21,237
"Woodford County, Kentucky",83788,26950,27279,21,239
"Acadia Parish, Louisiana",45562,56319,56955,22,001
"Allen Parish, Louisiana",46469,19127,22477,22,003
"Ascension Parish, Louisiana",91549,129357,130314,22,005
"Assumption Parish, Louisiana",51423,20317,20484,22,007
"Avoyelles Parish, Louisiana",39325,36286,38905,22,009
"Beauregard Parish, Louisiana",65944,35354,36676,22,011
"Bienville Parish, Louisiana",35011,12297,12638,22,013
"Bossier Parish, Louisiana",69617,123831,129789,22,015
"Caddo Parish, Louisiana",50705,225207,230004,22,017
"Calcasieu Parish, Louisiana",67564,205265,207088,22,019
"Caldwell Parish, Louisiana",47028,9195,9500,22,021
"Cameron Parish, Louisiana",75278,4991,5015,22,023
"Catahoula Parish, Louisiana",50275,7565,8583,22,025
"Claiborne Parish, Louisiana",32831,11938,13833,22,027
"Concordia Parish, Louisiana",39943,17123,18174,22,029
"De Soto Parish, Louisiana",48578,26796,27026,22,031
"East Baton Rouge Parish, Louisiana",63071,449079,452938,22,033
"East Carroll Parish, Louisiana",33341,5306,7072,22,035
"East Feliciana Parish, Louisiana",73085,16685,19271,22,037
"Evangeline Parish, Louisiana",41915,30850,32060,22,039
"Franklin Parish, Louisiana",47020,18439,19408,22,041
"Grant Parish, Louisiana",64016,18945,22095,22,043
"Iberia Parish, Louisiana",56961,67869,68599,22,045
"Iberville Parish, Louisiana",54000,27179,29815,22,047
"Jackson Parish, Louisiana",44925,14066,14884,22,049
"Jefferson Parish, Louisiana",65252,427183,430920,22,051
"Jefferson Davis Parish, Louisiana",57341,31454,31924,22,053
"Lafayette Parish, Louisiana",67451,245862,247997,22,055
"Lafourche Parish, Louisiana",63135,95239,96252,22,057
"LaSalle Parish, Louisiana",68497,13774,14789,22,059
"Lincoln Parish, Louisiana",39172,47532,48174,22,061
"Livingston Parish, Louisiana",80122,146881,148115,22,063
"Madison Parish, Louisiana",35456,8331,9513,22,065
"Morehouse Parish, Louisiana",39454,23715,24551,22,067
"Natchitoches Parish, Louisiana",46292,36059,36693,22,069
"Orleans Parish, Louisiana",56631,366361,371853,22,071
"Ouachita Parish, Louisiana",54688,155781,158480,22,073
"Plaquemines Parish, Louisiana",86315,21634,22803,22,075
"Pointe Coupee Parish, Louisiana",65961,20055,20217,22,077
"Rapides Parish, Louisiana",54967,125000,127527,22,079
"Red River Parish, Louisiana",49167,7252,7443,22,081
"Richland Parish, Louisiana",53544,18886,19822,22,083
"Sabine Parish, Louisiana",50329,21626,21977,22,085
"St. Bernard Parish, Louisiana",58651,44202,44419,22,087
"St. Charles Parish, Louisiana",80897,50918,51396,22,089
"St. Helena Parish, Louisiana",41934,10747,10858,22,091
"St. James Parish, Louisiana",65531,19374,19528,22,093
"St. John the Baptist Parish, Louisiana",66630,40376,40743,22,095
"St. Landry Parish, Louisiana",44462,80627,81670,22,097
"St. Martin Parish, Louisiana",55960,50912,51353,22,099
"St. Mary Parish, Louisiana",52576,47136,47828,22,101
"St. Tammany Parish, Louisiana",81202,268973,272421,22,103
"Tangipahoa Parish, Louisiana",56760,135585,136738,22,105
"Tensas Parish, Louisiana",36615,3674,3935,22,107
"Terrebonne Parish, Louisiana",64836,105002,106186,22,109
"Union Parish, Louisiana",42885,20263,20821,22,111
"Vermilion Parish, Louisiana",55707,56406,57123,22,113
"Vernon Parish, Louisiana",57270,41618,47117,22,115
"Washington Parish, Louisiana",45380,43347,45120,22,117
"Webster Parish, Louisiana",41182,34924,35820,22,119
"West Baton Rouge Parish, Louisiana",87299,27279,27974,22,121
"West Carroll Parish, Louisiana",49134,9276,9464,22,123
"West Feliciana Parish, Louisiana",77452,10953,15327,22,125
"Winn Parish, Louisiana",48871,12024,13467,22,127
"Androscoggin County, Maine",67873,111768,113423,23,001
"Aroostook County, Maine",56700,65930,67058,23,003
"Cumberland County, Maine",95677,304918,308827,23,005
"Franklin County, Maine",58675,30178,30413,23,007
"Hancock County, Maine",72744,55918,56460,23,009
"Kennebec County, Maine",69077,125082,126808,23,011
"Knox County, Maine",74096,39388,41003,23,013
"Lincoln County, Maine",76875,35631,36099,23,015
"Oxford County, Maine",60173,58519,59255,23,017
"Penobscot County, Maine",66356,152775,154710,23,019
"Piscataquis County, Maine",61345,17034,17263,23,021
"Sagadahoc County, Maine",87806,37022,37285,23,023
"Somerset County, Maine",58179,50393,50959,23,025
"Waldo County, Maine",72782,39920,40192,23,027
"Washington County, Maine",56024,30823,31331,23,029
"York County, Maine",88333,214777,216731,23,031
"Allegany County, Maryland",59603,62684,67452,24,001
"Anne Arundel County, Maryland",124911,576539,598166,24,003
"Baltimore County, Maryland",91768,843930,850796,24,005
"Calvert County, Maryland",133922,92810,94313,24,009
"Caroline County, Maryland",68457,33333,33669,24,011
"Carroll County, Maryland",118211,172747,175321,24,013
"Cecil County, Maryland",92007,103637,104960,24,015
"Charles County, Maryland",122816,167695,170527,24,017
"Dorchester County, Maryland",61839,32441,32754,24,019
"Frederick County, Maryland",122002,283884,287048,24,021
"Garrett County, Maryland",67688,28254,28615,24,023
"Harford County, Maryland",112265,261158,263757,24,025
"Howard County, Maryland",149763,331595,336328,24,027
"Kent County, Maryland",80147,18993,19346,24,029
"Montgomery County, Maryland",132450,1056471,1065949,24,031
"Prince George's County, Maryland",101798,950053,959754,24,033
"Queen Anne's County, Maryland",112826,51468,51825,24,035
"St. Mary's County, Maryland",119446,111356,115126,24,037
"Somerset County, Maryland",64943,21300,24822,24,039
"Talbot County, Maryland",84811,37570,37917,24,041
"Washington County, Maryland",77747,148730,155709,24,043
"Wicomico County, Maryland",76210,103948,104914,24,045
"Worcester County, Maryland",81745,52974,53700,24,047
"Baltimore city, Maryland",62177,566123,573243,24,510
"Barnstable County, Massachusetts",95241,229082,231668,25,001
"Berkshire County, Massachusetts",76013,127726,129430,25,003
"Bristol County, Massachusetts",85625,576931,582270,25,005
"Dukes County, Massachusetts",125786,20832,20933,25,007
"Essex County, Massachusetts",101883,807007,813054,25,009
"Franklin County, Massachusetts",74907,70336,70944,25,011
"Hampden County, Massachusetts",71306,458451,462815,25,013
"Hampshire County, Massachusetts",87001,160878,162028,25,015
"Middlesex County, Massachusetts",130847,1624067,1638365,25,017
"Nantucket County, Massachusetts",139688,14434,14483,25,019
"Norfolk County, Massachusetts",130739,723232,730082,25,021
"Plymouth County, Massachusetts",114201,528518,535075,25,023
"Suffolk County, Massachusetts",95631,780209,785121,25,025
"Worcester County, Massachusetts",95939,857415,867788,25,027
"Alcona County, Michigan",54993,10326,10397,26,001
"Alger County, Michigan",61286,7754,8762,26,003
"Allegan County, Michigan",83283,120633,121456,26,005
"Alpena County, Michigan",53950,28490,28880,26,007
"Antrim County, Michigan",72054,23986,24127,26,009
"Arenac County, Michigan",58811,14958,15077,26,011
"Baraga County, Michigan",55327,7209,8191,26,013
"Barry County, Michigan",77500,63141,63409,26,015
"Bay County, Michigan",61763,102312,103008,26,017
"Benzie County, Michigan",74834,18116,18310,26,019
"Berrien County, Michigan",65425,152070,153288,26,021
"Branch County, Michigan",63724,43644,45300,26,023
"Calhoun County, Michigan",63177,132190,133778,26,025
"Cass County, Michigan",70443,51349,51520,26,027
"Charlevoix County, Michigan",76531,25847,26108,26,029
"Cheboygan County, Michigan",62875,25697,25865,26,031
"Chippewa County, Michigan",62217,32489,36295,26,033
"Clare County, Michigan",49384,30934,31218,26,035
"Clinton County, Michigan",88210,78935,79626,26,037
"Crawford County, Michigan",60392,13211,13369,26,039
"Delta County, Michigan",57809,36357,36813,26,041
"Dickinson County, Michigan",65156,25711,25954,26,043
"Eaton County, Michigan",79597,108183,109130,26,045
"Emmet County, Michigan",78112,33788,34125,26,047
"Genesee County, Michigan",62281,400741,403305,26,049
"Gladwin County, Michigan",55349,25503,25693,26,051
"Gogebic County, Michigan",52732,14099,14319,26,053
"Grand Traverse County, Michigan",81647,95279,96166,26,055
"Gratiot County, Michigan",63556,36933,41385,26,057
"Hillsdale County, Michigan",64242,45368,45654,26,059
"Houghton County, Michigan",58899,37164,37693,26,061
"Huron County, Michigan",58870,30819,31113,26,063
"Ingham County, Michigan",65526,282287,283913,26,065
"Ionia County, Michigan",75611,63279,66574,26,067
"Iosco County, Michigan",50066,25141,25347,26,069
"Iron County, Michigan",55940,11426,11667,26,071
"Isabella County, Michigan",55237,64060,64565,26,073
"Jackson County, Michigan",66073,152314,160060,26,075
"Kalamazoo County, Michigan",72532,260340,262375,26,077
"Kalkaska County, Michigan",68578,18079,18239,26,079
"Kent County, Michigan",82631,658126,663150,26,081
"Keweenaw County, Michigan",52583,2131,2133,26,083
"Lake County, Michigan",50805,12303,12563,26,085
"Lapeer County, Michigan",77306,87451,88837,26,087
"Leelanau County, Michigan",99422,22550,22734,26,089
"Lenawee County, Michigan",70518,95536,98415,26,091
"Livingston County, Michigan",103039,194684,195833,26,093
"Luce County, Michigan",54893,5270,6271,26,095
"Mackinac County, Michigan",63909,10818,10957,26,097
"Macomb County, Michigan",77837,872890,879853,26,099
"Manistee County, Michigan",63516,24050,25350,26,101
"Marquette County, Michigan",65429,65425,67112,26,103
"Mason County, Michigan",64748,28956,29207,26,105
"Mecosta County, Michigan",60951,40954,41242,26,107
"Menominee County, Michigan",56435,22992,23247,26,109
"Midland County, Michigan",77705,82900,83757,26,111
"Missaukee County, Michigan",66194,15120,15207,26,113
"Monroe County, Michigan",77335,154381,155505,26,115
"Montcalm County, Michigan",67344,65363,67816,26,117
"Montmorency County, Michigan",49756,9460,9516,26,119
"Muskegon County, Michigan",65024,171793,175961,26,121
"Newaygo County, Michigan",63304,50386,50792,26,123
"Oakland County, Michigan",97760,1272907,1279825,26,125
"Oceana County, Michigan",62417,26741,26915,26,127
"Ogemaw County, Michigan",54666,20639,20885,26,129
"Ontonagon County, Michigan",54398,5807,5850,26,131
"Osceola County, Michigan",58267,22943,23227,26,133
"Oscoda County, Michigan",49515,8386,8425,26,135
"Otsego County, Michigan",68183,25432,25584,26,137
"Ottawa County, Michigan",90502,299575,301203,26,139
"Presque Isle County, Michigan",59321,13115,13209,26,141
"Roscommon County, Michigan",55246,23550,23737,26,143
"Saginaw County, Michigan",60622,185346,188665,26,145
"St. Clair County, Michigan",71270,159030,160221,26,147
"St. Joseph County, Michigan",66425,60506,60969,26,149
"Sanilac County, Michigan",58863,40094,40462,26,151
"Schoolcraft County, Michigan",56782,8046,8128,26,153
"Shiawassee County, Michigan",67404,67460,67991,26,155
"Tuscola County, Michigan",63811,52421,52980,26,157
"Van Buren County, Michigan",68114,75337,75795,26,159
"Washtenaw County, Michigan",89180,364667,369822,26,161
"Wayne County, Michigan",60539,1762055,1772259,26,163
"Wexford County, Michigan",61085,33579,34077,26,165
"Aitkin County, Minnesota",60833,15862,16056,27,001
"Anoka County, Minnesota",101869,367728,370349,27,003
"Becker County, Minnesota",71388,34911,35343,27,005
"Beltrami County, Minnesota",68975,45818,46512,27,007
"Benton County, Minnesota",74410,41038,41593,27,009
"Big Stone County, Minnesota",70400,5008,5127,27,011
"Blue Earth County, Minnesota",74477,69219,69871,27,013
"Brown County, Minnesota",69378,25436,25800,27,015
"Carlton County, Minnesota",80573,34733,36518,27,017
"Carver County, Minnesota",125946,109701,110041,27,019
"Cass County, Minnesota",68874,30744,30992,27,021
"Chippewa County, Minnesota",71458,12104,12377,27,023
"Chisago County, Minnesota",99400,56766,57991,27,025
"Clay County, Minnesota",81172,65469,66059,27,027
"Clearwater County, Minnesota",64475,8498,8616,27,029
"Cook County, Minnesota",72638,5586,5635,27,031
"Cottonwood County, Minnesota",72941,11210,11458,27,033
"Crow Wing County, Minnesota",72589,66850,67686,27,035
"Dakota County, Minnesota",106318,443413,445771,27,037
"Dodge County, Minnesota",95739,20926,21045,27,039
"Douglas County, Minnesota",79043,39024,39575,27,041
"Faribault County, Minnesota",66815,13672,13914,27,043
"Fillmore County, Minnesota",77512,21011,21414,27,045
"Freeborn County, Minnesota",71023,30208,30623,27,047
"Goodhue County, Minnesota",84171,47118,47943,27,049
"Grant County, Minnesota",73917,6089,6127,27,051
"Hennepin County, Minnesota",97653,1259496,1269496,27,053
"Houston County, Minnesota",79825,18471,18653,27,055
"Hubbard County, Minnesota",71995,21659,21831,27,057
"Isanti County, Minnesota",87440,42411,42596,27,059
"Itasca County, Minnesota",68603,44545,45275,27,061
"Jackson County, Minnesota",75743,9807,9933,27,063
"Kanabec County, Minnesota",71460,16227,16390,27,065
"Kandiyohi County, Minnesota",76592,43314,44079,27,067
"Kittson County, Minnesota",76100,3951,4084,27,069
"Koochiching County, Minnesota",66940,11641,11833,27,071
"Lac qui Parle County, Minnesota",74432,6537,6682,27,073
"Lake County, Minnesota",75541,10696,10879,27,075
"Lake of the Woods County, Minnesota",77546,3778,3821,27,077
"Le Sueur County, Minnesota",94968,28901,29113,27,079
"Lincoln County, Minnesota",69694,5435,5603,27,081
"Lyon County, Minnesota",75303,25219,25503,27,083
"McLeod County, Minnesota",80084,36221,36798,27,085
"Mahnomen County, Minnesota",59441,5323,5358,27,087
"Marshall County, Minnesota",72543,8812,8909,27,089
"Martin County, Minnesota",59507,19559,19780,27,091
"Meeker County, Minnesota",75446,23177,23468,27,093
"Mille Lacs County, Minnesota",72729,26763,27125,27,095
"Morrison County, Minnesota",69446,33820,34249,27,097
"Mower County, Minnesota",73074,39844,40343,27,099
"Murray County, Minnesota",74033,8022,8097,27,101
"Nicollet County, Minnesota",79756,34039,34411,27,103
"Nobles County, Minnesota",66101,21727,22041,27,105
"Norman County, Minnesota",72260,6257,6367,27,107
"Olmsted County, Minnesota",95406,162599,164498,27,109
"Otter Tail County, Minnesota",72255,59708,60475,27,111
"Pennington County, Minnesota",77325,13613,13791,27,113
"Pine County, Minnesota",71146,28345,29640,27,115
"Pipestone County, Minnesota",69628,9110,9284,27,117
"Polk County, Minnesota",73107,30033,30705,27,119
"Pope County, Minnesota",76220,11236,11418,27,121
"Ramsey County, Minnesota",81568,538509,542945,27,123
"Red Lake County, Minnesota",77188,3915,3915,27,125
"Redwood County, Minnesota",67866,15104,15350,27,127
"Renville County, Minnesota",70625,14245,14558,27,129
"Rice County, Minnesota",83181,65460,67917,27,131
"Rock County, Minnesota",71295,9402,9621,27,133
"Roseau County, Minnesota",74474,15118,15302,27,135
"St. Louis County, Minnesota",70069,197077,200123,27,137
"Scott County, Minnesota",119314,153219,154557,27,139
"Sherburne County, Minnesota",105466,98690,100560,27,141
"Sibley County, Minnesota",77634,14890,15005,27,143
"Stearns County, Minnesota",77066,159600,160865,27,145
"Steele County, Minnesota",84196,37052,37439,27,147
"Stevens County, Minnesota",75733,9657,9739,27,149
"Swift County, Minnesota",60412,9566,9748,27,151
"Todd County, Minnesota",67662,25326,25575,27,153
"Traverse County, Minnesota",62989,3139,3243,27,155
"Wabasha County, Minnesota",82007,21364,21565,27,157
"Wadena County, Minnesota",61467,13887,14256,27,159
"Waseca County, Minnesota",76261,17982,18885,27,161
"Washington County, Minnesota",115345,273534,276238,27,163
"Watonwan County, Minnesota",71699,11070,11205,27,165
"Wilkin County, Minnesota",71410,6256,6371,27,167
"Winona County, Minnesota",70744,49279,49779,27,169
"Wright County, Minnesota",107209,147530,148269,27,171
"Yellow Medicine County, Minnesota",74000,9370,9451,27,173
"Adams County, Mississippi",43644,27062,28803,28,001
"Alcorn County, Mississippi",51260,33579,34289,28,003
"Amite County, Mississippi",37222,12460,12565,28,005
"Attala County, Mississippi",51639,17139,17526,28,007
"Benton County, Mississippi",46016,7499,7589,28,009
"Bolivar County, Mississippi",39585,28732,29534,28,011
"Calhoun County, Mississippi",43125,12604,12922,28,013
"Carroll County, Mississippi",59327,9249,9686,28,015
"Chickasaw County, Mississippi",43586,16463,16915,28,017
"Choctaw County, Mississippi",50919,7957,8118,28,019
"Claiborne County, Mississippi",31897,8500,8582,28,021
"Clarke County, Mississippi",46108,15132,15314,28,023
"Clay County, Mississippi",43125,18099,18383,28,025
"Coahoma County, Mississippi",37461,20351,20540,28,027
"Copiah County, Mississippi",49089,27679,27855,28,029
"Covington County, Mississippi",45051,17863,18148,28,031
"DeSoto County, Mississippi",85297,190321,191301,28,033
"Forrest County, Mississippi",53640,77415,78272,28,035
"Franklin County, Mississippi",52939,7548,7622,28,037
"George County, Mississippi",59758,24589,25170,28,039
"Greene County, Mississippi",54276,10315,13615,28,041
"Grenada County, Mississippi",48804,20949,21217,28,043
"Hancock County, Mississippi",67708,45637,46167,28,045
"Harrison County, Mississippi",59479,203006,210891,28,047
"Hinds County, Mississippi",49402,216154,218533,28,049
"Holmes County, Mississippi",32538,15843,16191,28,051
"Humphreys County, Mississippi",33731,7320,7395,28,053
"Issaquena County, Mississippi",31429,619,928,28,055
"Itawamba County, Mississippi",55546,23714,24036,28,057
"Jackson County, Mississippi",66201,142925,145249,28,059
"Jasper County, Mississippi",48660,15972,16059,28,061
"Jefferson County, Mississippi",38305,6706,7068,28,063
"Jefferson Davis County, Mississippi",38548,10981,11117,28,065
"Jones County, Mississippi",52216,65756,66472,28,067
"Kemper County, Mississippi",46431,8427,8729,28,069
"Lafayette County, Mississippi",67185,57751,58327,28,071
"Lamar County, Mississippi",70909,65034,65713,28,073
"Lauderdale County, Mississippi",50817,68404,71504,28,075
"Lawrence County, Mississippi",43531,11734,11786,28,077
"Leake County, Mississippi",50728,20869,21319,28,079
"Lee County, Mississippi",67863,81739,83034,28,081
"Leflore County, Mississippi",35277,26510,27141,28,083
"Lincoln County, Mississippi",51119,34476,34877,28,085
"Lowndes County, Mississippi",53812,55881,57838,28,087
"Madison County, Mississippi",83441,110618,111647,28,089
"Marion County, Mississippi",45110,23544,24193,28,091
"Marshall County, Mississippi",53458,32878,33979,28,093
"Monroe County, Mississippi",51866,33228,33747,28,095
"Montgomery County, Mississippi",41748,9483,9602,28,097
"Neshoba County, Mississippi",57013,28468,28932,28,099
"Newton County, Mississippi",50540,20756,21093,28,101
"Noxubee County, Mississippi",33833,9857,10025,28,103
"Oktibbeha County, Mississippi",46695,51231,51771,28,105
"Panola County, Mississippi",45945,32500,32808,28,107
"Pearl River County, Mississippi",58135,56979,57458,28,109
"Perry County, Mississippi",49634,11159,11449,28,111
"Pike County, Mississippi",43814,39017,39602,28,113
"Pontotoc County, Mississippi",51484,31287,31550,28,115
"Prentiss County, Mississippi",49724,24951,25184,28,117
"Quitman County, Mississippi",32412,5603,5774,28,119
"Rankin County, Mississippi",79357,154018,158854,28,121
"Scott County, Mississippi",48786,27497,27718,28,123
"Sharkey County, Mississippi",40000,3773,3872,28,125
"Simpson County, Mississippi",56381,25309,25691,28,127
"Smith County, Mississippi",60916,13995,14132,28,129
"Stone County, Mississippi",61413,18354,18894,28,131
"Sunflower County, Mississippi",39956,21611,24333,28,133
"Tallahatchie County, Mississippi",37466,11151,11764,28,135
"Tate County, Mississippi",69704,27964,28321,28,137
"Tippah County, Mississippi",52542,21285,21523,28,139
"Tishomingo County, Mississippi",53040,18384,18660,28,141
"Tunica County, Mississippi",39364,9393,9475,28,143
"Union County, Mississippi",55505,27881,28122,28,145
"Walthall County, Mississippi",48905,13686,13839,28,147
"Warren County, Mississippi",59401,42549,43020,28,149
"Washington County, Mississippi",42165,42064,42765,28,151
"Wayne County, Mississippi",37619,19656,19718,28,153
"Webster County, Mississippi",58789,9845,9972,28,155
"Wilkinson County, Mississippi",35311,7094,8162,28,157
"Winston County, Mississippi",53031,17171,17536,28,159
"Yalobusha County, Mississippi",49151,12184,12419,28,161
"Yazoo County, Mississippi",39295,20263,24835,28,163
"Adair County, Missouri",61536,25114,25301,29,001
"Andrew County, Missouri",75625,17794,18065,29,003
"Atchison County, Missouri",58750,5110,5187,29,005
"Audrain County, Missouri",59448,23396,24548,29,007
"Barry County, Missouri",58346,34793,35033,29,009
"Barton County, Missouri",51635,11615,11690,29,011
"Bates County, Missouri",60733,15864,16186,29,013
"Benton County, Missouri",52567,19910,20151,29,015
"Bollinger County, Missouri",63814,10438,10559,29,017
"Boone County, Missouri",72758,186632,188043,29,019
"Buchanan County, Missouri",62158,81060,83568,29,021
"Butler County, Missouri",49089,41432,42020,29,023
"Caldwell County, Missouri",64806,8713,8927,29,025
"Callaway County, Missouri",74176,42405,44741,29,027
"Camden County, Missouri",66387,43312,43667,29,029
"Cape Girardeau County, Missouri",68464,81597,82735,29,031
"Carroll County, Missouri",62154,8319,8411,29,033
"Carter County, Missouri",50000,5257,5297,29,035
"Cass County, Missouri",87535,109772,110773,29,037
"Cedar County, Missouri",48181,14408,14615,29,039
"Chariton County, Missouri",71520,7151,7390,29,041
"Christian County, Missouri",83437,92328,92915,29,043
"Clark County, Missouri",51781,6543,6675,29,045
"Clay County, Missouri",88468,256554,258122,29,047
"Clinton County, Missouri",70627,21026,21414,29,049
"Cole County, Missouri",74876,73686,77032,29,051
"Cooper County, Missouri",70625,15584,16824,29,053
"Crawford County, Missouri",57629,22477,22797,29,055
"Dade County, Missouri",53750,7484,7641,29,057
"Dallas County, Missouri",53464,17348,17551,29,059
"Daviess County, Missouri",63984,8366,8477,29,061
"DeKalb County, Missouri",69826,8971,10876,29,063
"Dent County, Missouri",56312,14376,14539,29,065
"Douglas County, Missouri",45985,11863,11965,29,067
"Dunklin County, Missouri",47849,26832,27493,29,069
"Franklin County, Missouri",73165,104984,105950,29,071
"Gasconade County, Missouri",64232,14530,14746,29,073
"Gentry County, Missouri",55848,6100,6245,29,075
"Greene County, Missouri",61479,299444,303375,29,077
"Grundy County, Missouri",51975,9585,9787,29,079
"Harrison County, Missouri",54367,8065,8190,29,081
"Henry County, Missouri",57926,22142,22328,29,083
"Hickory County, Missouri",39390,8422,8585,29,085
"Holt County, Missouri",61187,4120,4240,29,087
"Howard County, Missouri",65938,10037,10147,29,089
"Howell County, Missouri",50993,39856,40383,29,091
"Iron County, Missouri",48850,9156,9446,29,093
"Jackson County, Missouri",68577,713827,719976,29,095
"Jasper County, Missouri",60694,123447,124357,29,097
"Jefferson County, Missouri",82851,227637,229458,29,099
"Johnson County, Missouri",67272,50788,54732,29,101
"Knox County, Missouri",57788,3716,3756,29,103
"Laclede County, Missouri",53282,36083,36390,29,105
"Lafayette County, Missouri",80612,32723,33115,29,107
"Lawrence County, Missouri",61215,37929,38593,29,109
"Lewis County, Missouri",59934,9754,9924,29,111
"Lincoln County, Missouri",89278,62512,63057,29,113
"Linn County, Missouri",61635,11688,11852,29,115
"Livingston County, Missouri",63627,13120,14364,29,117
"McDonald County, Missouri",52375,23567,23701,29,119
"Macon County, Missouri",62357,14955,15163,29,121
"Madison County, Missouri",54434,12496,12729,29,123
"Maries County, Missouri",59455,8384,8450,29,125
"Marion County, Missouri",62903,28008,28457,29,127
"Mercer County, Missouri",62679,3419,3482,29,129
"Miller County, Missouri",56736,24910,25269,29,131
"Mississippi County, Missouri",48160,10516,11902,29,133
"Moniteau County, Missouri",65715,14057,15262,29,135
"Monroe County, Missouri",54516,8577,8734,29,137
"Montgomery County, Missouri",65500,11183,11426,29,139
"Morgan County, Missouri",53412,21394,21717,29,141
"New Madrid County, Missouri",51881,15370,15731,29,143
"Newton County, Missouri",66301,59505,60118,29,145
"Nodaway County, Missouri",59315,19993,20774,29,147
"Oregon County, Missouri",43069,8546,8673,29,149
"Osage County, Missouri",76681,13319,13402,29,151
"Ozark County, Missouri",44163,8821,8873,29,153
"Pemiscot County, Missouri",40089,14743,14958,29,155
"Perry County, Missouri",62981,18702,18976,29,157
"Pettis County, Missouri",60430,42658,43397,29,159
"Phelps County, Missouri",58396,44428,45194,29,161
"Pike County, Missouri",54989,15996,17711,29,163
"Platte County, Missouri",96227,109101,110371,29,165
"Polk County, Missouri",59647,31975,32444,29,167
"Pulaski County, Missouri",64466,40316,53894,29,169
"Putnam County, Missouri",63510,4574,4642,29,171
"Ralls County, Missouri",65388,10363,10428,29,173
"Randolph County, Missouri",53033,22661,24365,29,175
"Ray County, Missouri",74573,22935,23145,29,177
"Reynolds County, Missouri",45028,5849,6010,29,179
"Ripley County, Missouri",42037,10655,10708,29,181
"St. Charles County, Missouri",104692,412563,414535,29,183
"St. Clair County, Missouri",53043,9385,9587,29,185
"Ste. Genevieve County, Missouri",66339,18131,18571,29,186
"St. Francois County, Missouri",57477,62050,66999,29,187
"St. Louis County, Missouri",82936,984487,995569,29,189
"Saline County, Missouri",57931,22860,23231,29,195
"Schuyler County, Missouri",61205,4028,4038,29,197
"Scotland County, Missouri",68913,4655,4686,29,199
"Scott County, Missouri",62782,37486,37933,29,201
"Shannon County, Missouri",55222,7121,7177,29,203
"Shelby County, Missouri",51594,5821,5986,29,205
"Stoddard County, Missouri",57957,28114,28470,29,207
"Stone County, Missouri",63520,31791,32048,29,209
"Sullivan County, Missouri",56964,5737,5857,29,211
"Taney County, Missouri",56497,56077,56529,29,213
"Texas County, Missouri",50036,23639,25161,29,215
"Vernon County, Missouri",52230,19283,19687,29,217
"Warren County, Missouri",81209,37041,37177,29,219
"Washington County, Missouri",56043,22504,23470,29,221
"Wayne County, Missouri",47226,10691,10862,29,223
"Webster County, Missouri",71155,39447,40500,29,225
"Worth County, Missouri",47847,1902,1934,29,227
"Wright County, Missouri",47909,18795,18965,29,229
"St. Louis city, Missouri",56160,284915,288512,29,510
"Beaverhead County, Montana",61268,9520,9713,30,001
"Big Horn County, Montana",58750,12752,12891,30,003
"Blaine County, Montana",64813,6858,6949,30,005
"Broadwater County, Montana",70374,7609,7668,30,007
"Carbon County, Montana",80261,11028,11116,30,009
"Carter County, Montana",54167,1286,1308,30,011
"Cascade County, Montana",67690,80659,84606,30,013
"Chouteau County, Montana",58218,5823,5906,30,015
"Custer County, Montana",70605,11715,11961,30,017
"Daniels County, Montana",55625,1476,1494,30,019
"Dawson County, Montana",71334,8556,8827,30,021
"Deer Lodge County, Montana",57527,9176,9597,30,023
"Fallon County, Montana",76250,2707,2760,30,025
"Fergus County, Montana",63706,11429,11687,30,027
"Flathead County, Montana",73925,109754,110695,30,029
"Gallatin County, Montana",93528,123548,124074,30,031
"Garfield County, Montana",69583,1081,1094,30,033
"Glacier County, Montana",46875,13537,13637,30,035
"Golden Valley County, Montana",58333,899,899,30,037
"Granite County, Montana",59265,3429,3462,30,039
"Hill County, Montana",52798,16019,16155,30,041
"Jefferson County, Montana",95490,12587,12774,30,043
"Judith Basin County, Montana",59000,2069,2071,30,045
"Lake County, Montana",63360,32353,32561,30,047
"Lewis and Clark County, Montana",78237,72424,73464,30,049
"Liberty County, Montana",57857,1923,1952,30,051
"Lincoln County, Montana",47143,20970,21175,30,053
"McCone County, Montana",69375,1649,1670,30,055
"Madison County, Montana",75250,9169,9223,30,057
"Meagher County, Montana",71932,1978,2007,30,059
"Mineral County, Montana",63450,4935,4959,30,061
"Missoula County, Montana",75598,119823,120672,30,063
"Musselshell County, Montana",58920,5125,5152,30,065
"Park County, Montana",70047,17583,17710,30,067
"Petroleum County, Montana",60208,447,447,30,069
"Phillips County, Montana",53417,4146,4221,30,071
"Pondera County, Montana",52338,5962,6035,30,073
"Powder River County, Montana",67045,1761,1815,30,075
"Powell County, Montana",66923,5405,7053,30,077
"Prairie County, Montana",51250,1227,1250,30,079
"Ravalli County, Montana",71283,46481,46727,30,081
"Richland County, Montana",73084,11204,11235,30,083
"Roosevelt County, Montana",57063,10320,10526,30,085
"Rosebud County, Montana",49914,8093,8165,30,087
"Sanders County, Montana",57476,13158,13285,30,089
"Sheridan County, Montana",70147,3608,3669,30,091
