poverty_rate_pct,total_population_poverty,fips
10.5,3302,51033
15.8,4591,51035
11.8,776,51036
18.2,2065,51037
6.9,25672,51041
7.2,1081,51043
11.8,570,51045
8.3,4362,51047
15.1,1464,51049
23.4,3113,51051
11.0,3047,51053
13.3,1401,51057
5.9,66177,51059
6.4,4759,51061
12.3,1897,51063
7.7,2065,51065
13.3,7186,51067
7.2,6794,51069
12.0,1954,51071
8.7,3419,51073
6.1,1548,51075
19.3,2749,51077
8.4,1753,51079
21.1,1667,51081
16.5,5445,51083
5.2,5754,51085
9.2,30491,51087
17.1,8414,51089
12.9,295,51091
8.5,3407,51093
6.9,5478,51095
14.2,953,51097
6.9,1904,51099
7.3,1351,51101
14.2,1489,51103
24.4,4981,51105
3.8,16440,51107
10.7,4288,51109
21.9,2418,51111
10.7,1469,51113
8.8,739,51115
19.4,5741,51117
12.2,1293,51119
21.0,18472,51121
12.8,1864,51125
5.1,1243,51127
19.1,2230,51131
13.3,1634,51133
21.2,2892,51135
10.1,3820,51137
13.1,3075,51139
14.4,2487,51141
14.4,8407,51143
5.6,1702,51145
20.3,3554,51147
11.4,3863,51149
6.9,33481,51153
14.0,4551,51155
9.8,731,51157
16.3,1226,51159
7.5,7062,51161
12.1,2677,51163
10.5,8740,51165
18.4,4645,51167
19.5,4021,51169
12.4,5498,51171
19.7,5672,51173
15.0,2469,51175
8.3,12109,51177
5.5,8703,51179
12.4,806,51181
23.5,2012,51183
17.6,6687,51185
9.8,3950,51187
11.3,5905,51191
16.1,2989,51193
22.2,7279,51195
15.7,4392,51197
5.1,3563,51199
9.0,13926,51510
20.7,3452,51520
15.7,942,51530
21.8,9354,51540
8.7,21696,51550
10.4,1876,51570
16.2,906,51580
26.8,10935,51590
22.2,1170,51595
7.6,1861,51600
4.1,588,51610
19.0,1544,51620
15.0,3983,51630
22.0,1428,51640
14.4,19408,51650
28.5,12480,51660
17.9,4053,51670
20.0,952,51678
19.6,13550,51680
9.1,3864,51683
8.9,1480,51685
20.6,2743,51690
17.2,30290,51700
18.8,39741,51710
20.3,725,51720
22.8,7499,51730
5.6,692,51735
19.8,18630,51740
24.6,3263,51750
21.6,47338,51760
19.9,19041,51770
10.9,2548,51775
12.4,3031,51790
11.6,11279,51800
9.9,44340,51810
12.9,2911,51820
18.6,2044,51830
16.3,4373,51840
14.6,3025,53001
16.0,3548,53003
10.9,23033,53005
9.3,7342,53007
11.8,9001,53009
8.6,44218,53011
11.8,471,53013
13.2,14574,53015
8.6,3777,53017
16.3,1205,53019
10.8,10356,53021
12.3,288,53023
14.2,14238,53025
18.3,13651,53027
6.6,5577,53029
11.2,3707,53031
8.5,190175,53033
9.5,25406,53035
11.0,4918,53037
12.1,2802,53039
11.7,9934,53041
10.8,1237,53043
11.4,7520,53045
16.9,7212,53047
13.6,3262,53049
15.6,2192,53051
9.1,82369,53053
9.5,1774,53055
11.4,14795,53057
9.6,1197,53059
8.5,70524,53061
12.2,65239,53063
13.0,6201,53065
8.7,25609,53067
11.4,534,53069
13.1,7540,53071
11.5,25890,53073
19.5,8185,53075
16.5,41877,53077
19.6,2871,54001
11.1,14175,54003
18.5,3850,54005
21.0,2459,54007
12.6,2656,54009
19.4,17142,54011
22.2,1341,54013
23.8,1843,54015
20.2,1327,54017
20.2,7671,54019
23.2,1314,54021
14.3,1544,54023
18.1,5783,54025
15.5,3563,54027
11.9,3322,54029
12.7,1792,54031
15.0,9584,54033
18.2,5008,54035
9.3,5357,54037
17.7,30549,54039
17.9,2977,54041
24.0,4743,54043
25.5,7800,54045
37.6,5944,54047
15.4,8380,54049
17.6,5071,54051
18.7,4519,54053
21.2,12167,54055
15.8,4158,54057
30.7,6886,54059
18.6,18418,54061
15.0,1825,54063
15.7,2701,54065
18.7,4521,54067
14.8,5831,54069
15.2,898,54071
14.5,988,54073
19.6,1472,54075
14.0,4305,54077
10.4,5911,54079
19.6,13637,54081
16.9,4254,54083
19.6,1594,54085
18.8,2577,54087
23.1,2483,54089
16.4,2605,54091
16.2,1040,54093
15.3,1235,54095
18.5,4198,54097
17.9,6752,54099
23.7,1911,54101
20.8,2887,54103
18.7,950,54105
18.7,15321,54107
25.3,5162,54109
15.8,3158,55001
14.1,2180,55003
12.6,5806,55005
10.5,1736,55007
9.8,25824,55009
9.6,1279,55011
11.7,1974,55013
5.5,2865,55015
10.1,6485,55017
12.7,4361,55019
7.6,4341,55021
11.4,1749,55023
10.3,57011,55025
8.9,7403,55027
7.8,2350,55029
11.0,4703,55031
10.8,4596,55033
11.5,11756,55035
11.1,516,55037
9.3,9397,55039
13.9,1284,55041
12.8,6152,55043
7.1,2583,55045
10.5,2000,55047
8.7,2054,55049
11.2,685,55051
12.7,2485,55053
8.3,6817,55055
14.1,3562,55057
9.8,16116,55059
7.5,1539,55061
11.5,13327,55063
10.5,1761,55065
12.0,2303,55067
11.2,3131,55069
10.6,8492,55071
11.0,14999,55073
11.7,4840,55075
11.8,1837,55077
24.2,1010,55078
17.4,157016,55079
13.6,6209,55081
9.1,3568,55083
11.7,4419,55085
7.3,13737,55087
5.8,5245,55089
9.3,688,55091
8.5,3411,55093
8.6,3868,55095
9.9,6692,55097
12.2,1717,55099
9.6,18463,55101
11.6,1969,55103
10.3,16659,55105
13.2,1843,55107
5.4,5135,55109
9.4,6112,55111
15.1,2751,55113
11.4,4608,55115
9.4,10828,55117
11.4,2249,55119
9.2,2804,55121
14.8,4560,55123
10.4,2456,55125
10.0,10286,55127
11.7,1958,55129
6.1,8309,55131
5.2,21345,55133
11.0,5552,55135
15.0,3571,55137
11.4,18809,55139
11.0,8078,55141
16.8,5927,56001
14.3,1658,56003
8.6,3998,56005
12.1,1671,56007
12.1,1653,56009
8.6,638,56011
17.0,6508,56013
14.8,1701,56015
12.7,569,56017
8.6,741,56019
10.2,10114,56021
8.2,1677,56023
10.8,8480,56025
16.0,335,56027
10.8,3211,56029
12.1,1029,56031
9.5,2981,56033
7.6,658,56035
12.4,5039,56037
5.2,1212,56039
10.8,2207,56041
10.9,822,56043
11.5,725,56045
